Dates,MXWO Index,RMZ Index,SPX Index,BCOM Index
21/1/2022,3025.1,1454.4,4397.94,105.3587
28/1/2022,3005.63,1449.57,4431.85,107.1477
4/2/2022,3061.46,1445.78,4500.53,109.5738
11/2/2022,3039.18,1424.13,4418.64,109.8974
18/2/2022,2983.59,1411.5,4348.87,111.6303
25/2/2022,2980.2,1441.72,4384.65,112.3975
4/3/2022,2896.52,1457.86,4328.87,127.0295
11/3/2022,2840.05,1434.93,4204.31,126.392
18/3/2022,3010.59,1469.13,4463.12,123.361
25/3/2022,3049.11,1476.35,4543.06,129.848
1/4/2022,3057.07,1531.75,4545.86,123.8774
8/4/2022,3012.19,1513.21,4488.28,126.4148
15/4/2022,2959.67,1502.36,4392.59,132.4326
22/4/2022,2882.45,1516.54,4271.78,129.0307
29/4/2022,2795.62,1433.28,4131.93,129.4827
6/5/2022,2762.21,1368.93,4123.34,130.3436
13/5/2022,2701.33,1325.83,4023.89,128.3122
20/5/2022,2655.91,1285.52,3901.36,130.5458
27/5/2022,2802.59,1356.28,4158.24,133.8715
3/6/2022,2779.06,1330.92,4108.54,133.8178
10/6/2022,2641.69,1255.26,3900.86,135.4343
17/6/2022,2485.77,1193.89,3674.84,126.7754
24/6/2022,2619.48,1264.41,3911.74,121.3129
1/7/2022,2559.95,1258.46,3825.33,117.1284
8/7/2022,2603.62,1247.14,3899.38,115.9131
15/7/2022,2568.64,1241.38,3863.16,113.4684
22/7/2022,2650.82,1282.63,3961.63,116.5236
29/7/2022,2746.37,1343.53,4130.29,121.827
5/8/2022,2752.06,1315.88,4145.19,117.8512
12/8/2022,2834.51,1381.08,4280.15,123.2038
19/8/2022,2787.71,1349.94,4228.48,122.3162
26/8/2022,2694.62,1298.79,4057.66,124.5972
2/9/2022,2605.21,1247.43,3924.26,119.1003
9/9/2022,2682.9,1298.75,4067.36,118.5179
16/9/2022,2569.29,1225.62,3873.33,116.7431
23/9/2022,2438.5,1145.79,3693.23,112.4019
30/9/2022,2378.65,1100.45,3585.62,111.4887
7/10/2022,2417.72,1067.06,3639.66,117.1356
14/10/2022,2376.64,1056.08,3583.07,113.6662
21/10/2022,2462.42,1088.95,3752.75,111.271
28/10/2022,2561.04,1155.95,3901.06,111.7561
4/11/2022,2507.22,1135.08,3770.55,117.4946
11/11/2022,2674.08,1198,3992.93,116.8796
18/11/2022,2658.9,1182.41,3965.34,114.794
25/11/2022,2703.67,1202.17,4026.12,114.9175
2/12/2022,2733.03,1210.6,4071.7,114.4683
9/12/2022,2662.86,1187.69,3934.38,111.7327
16/12/2022,2606.01,1157.03,3852.36,112.7092
23/12/2022,2605.19,1153.81,3844.82,112.5557
30/12/2022,2602.69,1146.11,3839.5,112.8052
6/1/2023,2649.76,1164.96,3895.08,108.1114
13/1/2023,2735.72,1212.97,3999.09,111.5772
20/1/2023,2725.4,1214.16,3972.61,112.1277
27/1/2023,2785.84,1258.1,4070.56,111.611
3/2/2023,2820.74,1279.62,4136.48,107.0711
10/2/2023,2783.91,1255.36,4090.46,108.6756
17/2/2023,2779.88,1245.5,4079.09,106.5327
24/2/2023,2706.91,1207.22,3970.04,105.5489
3/3/2023,2757.97,1221.6,4045.64,108.3105
10/3/2023,2657.41,1130.26,3861.59,104.5533
17/3/2023,2656.19,1115.64,3916.64,102.5945
24/3/2023,2692.55,1102.03,3970.99,103.0238
31/3/2023,2791.44,1165.02,4109.31,105.5076
7/4/2023,2790.38,1153.83,4105.02,106.2398
14/4/2023,2825.75,1130.95,4137.64,107.8204
21/4/2023,2823.07,1156.31,4133.52,105.5753
28/4/2023,2835.93,1172.87,4169.48,104.3114
5/5/2023,2821.99,1177.92,4136.25,102.9563
12/5/2023,2809.35,1160.66,4124.08,101.1839
19/5/2023,2842.76,1135.19,4191.98,101.0741
26/5/2023,2827.93,1124.21,4205.45,100.0794
2/6/2023,2873.37,1161.52,4282.37,99.8213
9/6/2023,2885.63,1173.66,4298.86,100.9596
16/6/2023,2962.34,1184.91,4409.59,105.1417
23/6/2023,2902.34,1127.43,4348.33,102.3456
30/6/2023,2966.72,1183.5,4450.38,101.4785
7/7/2023,2924.19,1184.77,4398.95,101.9122
14/7/2023,3017.94,1221,4505.42,104.5971
21/7/2023,3028.71,1232.02,4536.34,106.1991
28/7/2023,3057.84,1208.44,4582.23,107.2298
4/8/2023,2986.54,1183.32,4478.03,105.932
11/8/2023,2972.73,1187.09,4464.05,105.5861
18/8/2023,2897.5,1148.44,4369.71,104.2442
25/8/2023,2911.99,1156.73,4405.71,105.4753
1/9/2023,2989.51,1177.07,4515.77,106.7234
8/9/2023,2948.81,1162.69,4457.49,106.0826
15/9/2023,2960.98,1170.17,4450.32,107.4702
22/9/2023,2879.85,1108.96,4320.06,106.2245
29/9/2023,2853.24,1088.7,4288.05,104.8391
6/10/2023,2845.23,1069.24,4308.5,102.5742
13/10/2023,2862.14,1085.42,4327.78,105.287
20/10/2023,2791.24,1044.65,4224.16,105.8155
27/10/2023,2731.99,1016.87,4117.37,105.63
3/11/2023,2883.8,1100.38,4358.34,105.2272
10/11/2023,2900.76,1073.41,4415.24,101.6086
17/11/2023,2985.19,1113.26,4514.02,101.9202
24/11/2023,3015.19,1124.03,4559.34,101.4189
1/12/2023,3040.7,1175.22,4594.63,101.4705
8/12/2023,3047.21,1176.78,4604.37,97.8635
15/12/2023,3126.14,1244.76,4719.19,98.8993
22/12/2023,3152.26,1244.33,4754.63,99.3544
29/12/2023,3169.18,1248.83,4769.83,98.646
