Dates,MXWO Index,RMZ Index,SPX Index,BCOM Index
6/1/2012,1191.67,793.9,1277.81,142.5498
13/1/2012,1201.06,801.87,1289.09,140.5055
20/1/2012,1235.64,823.67,1315.38,141.242
27/1/2012,1246.04,849.83,1316.33,146.623
3/2/2012,1273.74,868.1,1344.9,145.5442
10/2/2012,1269.66,849.62,1342.64,144.8869
17/2/2012,1288.05,853.05,1361.23,145.7564
24/2/2012,1300.57,844.79,1365.74,149.3519
2/3/2012,1298.5,839.12,1369.63,147.6924
9/3/2012,1291.86,839.69,1370.87,145.3984
16/3/2012,1320.96,863.15,1404.17,146.2257
23/3/2012,1308.25,860.29,1397.11,144.0591
30/3/2012,1312.01,874.69,1408.47,141.9021
6/4/2012,1289.03,863.59,1398.08,141.6643
13/4/2012,1268.35,853.49,1370.26,139.462
20/4/2012,1281.71,878.97,1378.53,138.1999
27/4/2012,1298.71,899.89,1403.36,140.6345
4/5/2012,1264.99,894.08,1369.1,137.1364
11/5/2012,1242.4,898.17,1353.39,134.7538
18/5/2012,1178.43,835.69,1295.22,136.0004
25/5/2012,1188.56,857.12,1317.82,132.6133
1/6/2012,1152.97,833.61,1278.05,126.8123
8/6/2012,1188.86,869.5,1325.66,128.8026
15/6/2012,1208.53,871.03,1342.84,128.7892
22/6/2012,1205.67,865.53,1335.02,128.274
29/6/2012,1235.72,899.47,1362.16,135.4213
6/7/2012,1229.36,909.9,1354.68,136.8853
13/7/2012,1225.55,915.92,1356.78,140.3428
20/7/2012,1231.35,905.3,1362.66,146.193
27/7/2012,1250.02,913.25,1385.97,143.4763
3/8/2012,1259.65,920.62,1390.99,142.9237
10/8/2012,1278.36,898.85,1405.87,143.2009
17/8/2012,1290.23,907.67,1418.16,143.1148
24/8/2012,1285.84,906.42,1411.13,145.357
31/8/2012,1279.21,912.21,1406.58,146.0275
7/9/2012,1312.08,925.39,1437.92,147.2613
14/9/2012,1347.61,938.4,1465.77,152.0129
21/9/2012,1338.05,906.77,1460.15,147.6541
28/9/2012,1311.5,891.79,1440.67,148.5061
5/10/2012,1334.63,893.69,1460.93,147.7888
12/10/2012,1306.02,887.86,1428.59,146.9175
19/10/2012,1322.28,898.85,1433.19,146.3712
26/10/2012,1300.23,874.15,1411.94,142.9996
2/11/2012,1305.77,891.63,1414.2,140.3656
9/11/2012,1276.02,871.57,1379.85,140.7895
16/11/2012,1253.31,853.26,1359.88,140.9461
23/11/2012,1304.85,875.56,1409.15,144.0779
30/11/2012,1315.49,876.98,1416.18,142.8028
7/12/2012,1320.74,890.02,1418.07,141.5128
14/12/2012,1325.49,880.94,1413.58,140.5362
21/12/2012,1341.06,902.68,1430.15,139.2618
28/12/2012,1326.84,894.87,1402.43,139.0837
4/1/2013,1370.11,920.01,1466.47,137.734
11/1/2013,1381.94,923.5,1472.05,138.5452
18/1/2013,1388.11,935.12,1485.98,141.4769
25/1/2013,1405.47,947.98,1502.96,140.6473
1/2/2013,1416.79,941.84,1513.17,142.8892
8/2/2013,1410.44,944.91,1517.93,141.2078
15/2/2013,1406.92,949.22,1519.79,139.1974
22/2/2013,1402.05,951.73,1515.6,136.6902
1/3/2013,1401.75,950.14,1518.2,135.7656
8/3/2013,1428.72,957.69,1551.18,137.2526
15/3/2013,1444.48,963.08,1560.7,138.3651
22/3/2013,1432.33,957.65,1556.89,138.0096
29/3/2013,1434.51,969.48,1569.19,137.4762
5/4/2013,1419.11,990.46,1553.28,134.0849
12/4/2013,1456.54,1014.91,1588.85,133.855
19/4/2013,1422.25,1013.53,1555.25,131.5112
26/4/2013,1457.8,1012.98,1582.24,131.9185
3/5/2013,1482.46,1035.23,1614.42,133.1178
10/5/2013,1495.84,1043.31,1633.7,131.9441
17/5/2013,1512.98,1061.59,1667.47,131.7001
24/5/2013,1492.74,1021.85,1649.6,131.9755
31/5/2013,1471.93,969.02,1630.74,130.6295
7/6/2013,1470.22,967.01,1643.38,131.2979
14/6/2013,1463.83,959.4,1626.73,130.3727
21/6/2013,1421.19,909.94,1592.43,127.2764
28/6/2013,1433.55,945.7,1606.28,124.4663
5/7/2013,1449.05,946.57,1631.89,125.5383
12/7/2013,1498.31,978.84,1680.19,128.4478
19/7/2013,1513.52,992.55,1692.09,129.6615
26/7/2013,1516.21,978.46,1691.65,126.6167
2/8/2013,1533.85,943.26,1709.67,125.6846
9/8/2013,1526.9,944.78,1691.42,125.5741
16/8/2013,1508.8,880.61,1655.83,129.6059
23/8/2013,1508.49,901.65,1663.5,130.1809
30/8/2013,1472.74,883.95,1632.97,130.4445
6/9/2013,1502.4,887.38,1655.17,130.7701
13/9/2013,1533.72,906.98,1687.99,129.3204
20/9/2013,1563.26,928.6,1709.91,128.294
27/9/2013,1554.99,918.37,1691.75,128.0086
4/10/2013,1547.5,906.28,1690.5,127.2601
11/10/2013,1557.35,932.68,1703.2,127.7841
18/10/2013,1598.14,958.77,1744.5,128.6925
25/10/2013,1607.96,975.58,1759.77,127.5148
1/11/2013,1597.86,952.51,1761.64,123.8667
8/11/2013,1596.28,913.02,1770.61,123.2578
15/11/2013,1621.5,924.66,1798.18,123.2125
22/11/2013,1623.15,904.59,1804.76,123.8111
29/11/2013,1628.42,895.54,1805.81,124.2192
6/12/2013,1612.61,902.86,1805.09,125.3806
13/12/2013,1587.69,879.61,1775.32,126.1128
20/12/2013,1626.66,895.05,1818.32,127.5852
27/12/2013,1654.16,895.43,1841.4,127.6106
3/1/2014,1646.05,897.31,1831.37,124.9074
10/1/2014,1655.11,912.25,1842.37,123.6354
17/1/2014,1657.32,916.68,1838.7,125.1627
24/1/2014,1618.36,913.22,1790.29,127.0015
31/1/2014,1598.46,928.56,1782.59,126.1206
7/2/2014,1611.78,935.64,1797.02,128.4797
14/2/2014,1650.12,954.44,1838.63,130.6566
21/2/2014,1659.85,958.8,1836.25,133.6884
28/2/2014,1675.4,971.73,1859.45,133.9783
7/3/2014,1681.17,966.55,1878.04,136.1425
14/3/2014,1641.13,966.63,1841.13,134.8972
21/3/2014,1653.38,963.48,1866.52,132.944
28/3/2014,1661.84,964.34,1857.62,134.7452
4/4/2014,1676.25,977.33,1865.09,134.746
11/4/2014,1638.43,968.27,1815.69,136.4015
18/4/2014,1670.6,988.46,1864.85,137.6799
25/4/2014,1670.76,989.94,1863.4,138.0458
2/5/2014,1688.99,1006.3,1881.14,136.675
9/5/2014,1683.36,1017.9,1878.48,135.7618
16/5/2014,1683.69,1022.37,1877.86,135.2348
23/5/2014,1697.94,1015.58,1900.53,135.713
30/5/2014,1715.18,1023.13,1923.57,133.8324
6/6/2014,1734.47,1041.73,1949.44,133.7139
13/6/2014,1727.21,1017.49,1936.16,134.7728
20/6/2014,1747.43,1033.45,1962.87,136.5546
27/6/2014,1740.86,1031.8,1960.96,135.8867
4/7/2014,1763.44,1027.31,1985.44,134.2159
11/7/2014,1736.02,1038.03,1967.57,130.1882
18/7/2014,1744.31,1051.96,1978.22,129.2916
25/7/2014,1748.25,1045.08,1978.34,129.3045
1/8/2014,1705.76,1027.09,1925.15,127.089
8/8/2014,1690.59,1028.43,1931.59,127.3322
15/8/2014,1714.26,1044.14,1955.06,125.7131
22/8/2014,1735.96,1051.97,1988.4,125.4217
29/8/2014,1748.69,1056.64,2003.37,126.5745
5/9/2014,1750.63,1067.15,2007.71,124.8522
12/9/2014,1729.5,1009.9,1985.54,121.2991
19/9/2014,1740.32,1006.89,2010.4,119.485
26/9/2014,1707.87,995.06,1982.85,119.1847
3/10/2014,1675.29,993.58,1967.9,118.0182
10/10/2014,1626.68,1009.72,1906.13,118.2045
17/10/2014,1613.56,1026.61,1886.76,117.4452
24/10/2014,1667.88,1058.86,1964.58,116.5802
31/10/2014,1708.09,1085.19,2018.05,117.7365
7/11/2014,1707.01,1082.23,2031.92,117.6761
14/11/2014,1717.2,1075.07,2039.82,116.8782
21/11/2014,1737.24,1085.46,2063.5,118.1138
28/11/2014,1739.5,1103.72,2067.56,112.9451
5/12/2014,1738.52,1103.58,2075.37,112.2006
12/12/2014,1675.04,1105.51,2002.33,110.7697
19/12/2014,1717,1121.53,2070.65,108.66
26/12/2014,1729.42,1135.08,2088.77,106.4859
2/1/2015,1704.71,1134.21,2058.2,103.8614
9/1/2015,1683.8,1174.16,2044.81,103.6223
16/1/2015,1675.15,1204.35,2019.42,103.3062
23/1/2015,1707.74,1212.1,2051.82,101.131
30/1/2015,1677.54,1191.74,1994.99,100.8413
6/2/2015,1720.55,1172.88,2055.47,102.6488
13/2/2015,1752.18,1170.07,2096.99,104.472
20/2/2015,1768.09,1163.57,2110.3,102.7283
27/2/2015,1772.86,1146.65,2104.5,103.4379
6/3/2015,1741.99,1104.3,2071.26,100.7694
13/3/2015,1719.82,1130.62,2053.4,97.5777
20/3/2015,1774.57,1193.51,2108.1,99.5455
27/3/2015,1744.82,1154.88,2061.02,99.3652
3/4/2015,1750.26,1167.87,2066.96,99.6875
10/4/2015,1779.47,1135.86,2102.06,99.4714
17/4/2015,1769.01,1124.62,2081.18,101.819
24/4/2015,1799.86,1135.42,2117.69,101.5906
1/5/2015,1787.4,1099.82,2108.29,103.3993
8/5/2015,1794.7,1105.64,2116.1,104.0993
15/5/2015,1807.06,1112.28,2122.73,105.3453
22/5/2015,1803.5,1098.21,2126.06,102.5038
29/5/2015,1779.31,1085.5,2107.39,100.9465
5/6/2015,1760.43,1058.35,2092.83,100.2458
12/6/2015,1770.17,1059.96,2094.11,100.5809
19/6/2015,1774.88,1077.37,2109.99,99.8353
26/6/2015,1776.22,1045.8,2101.49,101.1317
3/7/2015,1744.49,1048.94,2076.78,101.8648
10/7/2015,1743.32,1070.7,2076.62,99.3342
17/7/2015,1780.83,1080.81,2126.64,97.5677
24/7/2015,1745.5,1074.13,2079.65,93.2871
31/7/2015,1765.6,1086.5,2103.84,91.7827
7/8/2015,1747.34,1082.66,2077.57,90.4799
14/8/2015,1743.89,1095.75,2091.54,90.3553
21/8/2015,1650.96,1072.93,1970.89,87.8048
28/8/2015,1658.07,1039.75,1988.87,89.3579
4/9/2015,1595.71,990.04,1921.22,88.4894
11/9/2015,1626.99,1014.14,1961.05,88.9268
18/9/2015,1630.69,1044.09,1958.03,87.7272
25/9/2015,1594.7,1041.23,1931.34,88.4942
2/10/2015,1607.13,1053.83,1951.36,87.8914
9/10/2015,1673.77,1087.55,2014.89,91.0084
16/10/2015,1683.55,1100.63,2033.11,89.7835
23/10/2015,1706.61,1110,2075.15,87.4464
30/10/2015,1705.8,1098.6,2079.36,87.4289
6/11/2015,1704.39,1075.06,2099.2,85.2346
13/11/2015,1654.3,1047.65,2023.04,82.4332
20/11/2015,1702.83,1085.82,2089.17,81.4234
27/11/2015,1700.29,1096.5,2090.11,81.0962
4/12/2015,1694.78,1083.96,2091.69,81.7016
11/12/2015,1637.83,1062.75,2012.37,78.4224
18/12/2015,1633.75,1081.27,2005.55,77.4523
25/12/2015,1673.3,1099.84,2060.99,78.4851
1/1/2016,1662.79,1100.94,2043.94,78.5588
8/1/2016,1561.47,1068.92,1922.03,76.7265
15/1/2016,1521,1043.33,1880.33,73.4877
22/1/2016,1536.79,1054.15,1906.9,75.2355
29/1/2016,1562.18,1062.59,1940.24,77.2234
5/2/2016,1523.87,1040.29,1880.05,75.5965
12/2/2016,1486.45,995.54,1864.78,75.4389
19/2/2016,1538.17,1037.96,1917.78,75.1058
26/2/2016,1554.47,1059.01,1948.05,75.4617
4/3/2016,1608.04,1097.38,1999.99,78.3828
11/3/2016,1626.17,1115.9,2022.19,79.9471
18/3/2016,1645.57,1139.05,2049.58,80.7557
25/3/2016,1623.71,1122.7,2035.94,79.2517
1/4/2016,1640.14,1156.8,2072.78,77.9417
8/4/2016,1632.2,1150.05,2047.6,79.0288
15/4/2016,1670.47,1152.57,2080.73,80.3927
22/4/2016,1686.17,1130.4,2091.58,83.0537
29/4/2016,1670.8,1129.39,2065.3,85.5205
6/5/2016,1643.19,1181.77,2057.14,83.393
13/5/2016,1635.92,1162.95,2046.61,84.4663
20/5/2016,1639.85,1131.43,2052.32,84.8666
27/5/2016,1676.07,1153.05,2099.06,85.4675
3/6/2016,1678.58,1163.22,2099.13,87.1411
10/6/2016,1665.22,1165.7,2096.07,88.9427
17/6/2016,1635.78,1177.65,2071.22,88.7212
24/6/2016,1608.79,1176.35,2037.41,86.9557
1/7/2016,1660.26,1227.1,2102.95,89.6788
8/7/2016,1662.32,1241.34,2129.9,86.4023
15/7/2016,1700.57,1245.01,2161.74,86.6984
22/7/2016,1706.97,1267.32,2175.03,84.6352
29/7/2016,1721.79,1275.96,2173.6,84.2809
5/8/2016,1716.65,1246.5,2182.87,83.8543
12/8/2016,1736.1,1244.24,2184.05,84.0555
19/8/2016,1731.85,1220.68,2183.87,86.2364
26/8/2016,1726.08,1215.12,2169.04,84.9846
2/9/2016,1734.6,1233.52,2179.98,82.9889
9/9/2016,1707.94,1185.9,2127.81,84.0242
16/9/2016,1696.31,1176.2,2139.16,83.2357
23/9/2016,1729.7,1222.32,2164.69,84.3221
30/9/2016,1725.67,1195.57,2168.27,85.342
7/10/2016,1712.4,1131.38,2153.74,85.6414
14/10/2016,1693.71,1144.05,2132.98,86.3405
21/10/2016,1701.16,1148.73,2141.16,86.1053
28/10/2016,1690.96,1107.06,2126.41,85.9119
4/11/2016,1660.12,1084.11,2085.18,83.2943
11/11/2016,1696.99,1079.22,2164.45,82.3754
18/11/2016,1697.35,1082.22,2181.9,83.022
25/11/2016,1720.84,1100.23,2213.35,85.0319
2/12/2016,1708.94,1097.63,2191.95,87.0416
9/12/2016,1760.12,1140.56,2259.53,88.1431
16/12/2016,1754.74,1131.63,2258.07,87.1333
23/12/2016,1759.15,1129.14,2263.79,86.291
30/12/2016,1751.22,1147.44,2238.83,87.5144
6/1/2017,1783.1,1172.43,2276.98,87.3673
13/1/2017,1788.23,1148.96,2274.64,88.5432
20/1/2017,1782.71,1156.04,2271.31,88.376
27/1/2017,1803.39,1143.96,2294.69,87.977
3/2/2017,1805.51,1150.36,2297.42,87.9428
10/2/2017,1814.71,1163.32,2316.1,89.3574
17/2/2017,1836.5,1161.99,2351.16,88.1104
24/2/2017,1840.8,1184.59,2367.34,87.4836
3/3/2017,1848.98,1167.48,2383.12,87.1899
10/3/2017,1845.88,1114.5,2372.6,84.2675
17/3/2017,1863.08,1139.98,2378.25,85.1449
24/3/2017,1845.81,1140.99,2343.98,84.5258
31/3/2017,1853.69,1147.49,2362.72,85.3508
7/4/2017,1845.46,1158.37,2355.54,85.8354
14/4/2017,1832.28,1169.11,2328.95,86.2988
21/4/2017,1842.06,1179.68,2348.69,83.9044
28/4/2017,1878.28,1147.6,2384.2,84.0128
5/5/2017,1896.75,1140.73,2399.29,82.6787
12/5/2017,1892.97,1125.79,2390.9,83.4839
19/5/2017,1894.77,1137.83,2381.73,84.7155
26/5/2017,1912.21,1143.04,2415.82,84.0062
2/6/2017,1935.21,1153.9,2439.07,82.3265
9/6/2017,1922.79,1157.04,2431.77,82.4213
16/6/2017,1923.24,1171.86,2433.15,81.2691
23/6/2017,1925.02,1171.9,2438.3,79.6382
30/6/2017,1916.43,1154.77,2423.41,82.6017
7/7/2017,1913.18,1138.68,2425.18,81.8048
14/7/2017,1948.08,1152.99,2459.27,82.7031
21/7/2017,1958.77,1161.2,2472.54,82.988
28/7/2017,1960.32,1166.69,2472.1,84.4799
4/8/2017,1967.77,1163.21,2476.83,83.2769
11/8/2017,1937.73,1137.17,2441.32,83.6958
18/8/2017,1930.41,1136.8,2425.55,83.231
25/8/2017,1944.56,1158.51,2443.05,83.2926
1/9/2017,1965.79,1166.08,2476.55,84.9775
8/9/2017,1964.52,1174.46,2461.43,84.7622
15/9/2017,1987.72,1177.4,2500.23,85.1949
22/9/2017,1994.58,1150,2502.22,84.8572
29/9/2017,2000.55,1154.03,2519.36,84.4599
6/10/2017,2014.02,1157.04,2549.33,83.9256
13/10/2017,2028.01,1176.12,2553.17,85.8947
20/10/2017,2035.58,1160.68,2575.21,85.2688
27/10/2017,2034.6,1142.06,2581.07,85.8652
3/11/2017,2045.47,1152.41,2587.84,86.8778
10/11/2017,2040.25,1176.17,2582.3,87.2811
17/11/2017,2033.18,1171.45,2578.85,86.7657
24/11/2017,2059.54,1175.26,2602.42,86.9996
1/12/2017,2069.37,1170.05,2642.22,86.4793
8/12/2017,2073.46,1161.95,2651.5,84.0109
15/12/2017,2085.54,1174.24,2675.81,84.053
22/12/2017,2099.59,1146.05,2683.34,85.7451
29/12/2017,2103.45,1157.27,2673.61,88.1674
5/1/2018,2156.6,1131.16,2743.15,87.9152
12/1/2018,2185.31,1096.65,2786.24,88.7565
19/1/2018,2207.4,1097.87,2810.3,88.5425
26/1/2018,2248.93,1111.15,2872.87,90.7999
2/2/2018,2171.54,1073.94,2762.13,89.1213
9/2/2018,2050.9,1034.02,2619.55,85.6442
16/2/2018,2137.91,1047.38,2732.22,88.2043
23/2/2018,2140.91,1041.28,2747.3,88.6922
2/3/2018,2089.84,1020.14,2691.25,88.1477
9/3/2018,2149.32,1049.15,2786.57,87.9546
16/3/2018,2134.05,1061.11,2752.01,87.3633
23/3/2018,2036.55,1013.97,2588.26,87.4415
30/3/2018,2066.84,1052.22,2640.87,87.4729
6/4/2018,2052.78,1048.84,2604.47,86.9381
13/4/2018,2088.98,1040.96,2656.3,89.2762
20/4/2018,2099.74,1032.12,2670.14,89.8496
27/4/2018,2096.05,1069.6,2669.91,89.3829
4/5/2018,2089.44,1081.89,2663.42,89.9896
11/5/2018,2131.96,1095.31,2727.72,90.0377
18/5/2018,2120.8,1056.66,2712.97,90.4135
25/5/2018,2110.8,1087.1,2721.33,90.9191
1/6/2018,2109.19,1109.18,2734.62,90.4524
8/6/2018,2137.74,1122.72,2779.03,89.9754
15/6/2018,2134.15,1114.2,2779.66,87.7026
22/6/2018,2114.9,1141.94,2754.88,87.3203
29/6/2018,2089.3,1145.95,2718.37,87.4095
6/7/2018,2113.74,1166.97,2759.82,86.2079
13/7/2018,2134.6,1156.55,2801.31,83.8306
20/7/2018,2139.17,1140.13,2801.83,83.683
27/7/2018,2156.11,1131.03,2818.82,84.8391
3/8/2018,2155.39,1167.57,2840.35,84.8999
10/8/2018,2139.84,1149.15,2833.28,84.2307
17/8/2018,2138.11,1183.95,2850.13,83.3457
24/8/2018,2161.61,1175.02,2874.69,83.6904
31/8/2018,2175.5,1184.01,2901.52,83.736
7/9/2018,2137.6,1168.91,2871.68,82.5853
14/9/2018,2166.59,1169.06,2904.98,82.4586
21/9/2018,2200.01,1163.56,2929.67,84.4025
28/9/2018,2184.01,1146.51,2913.98,85.201
5/10/2018,2151.42,1111.18,2885.57,86.8993
12/10/2018,2063.44,1080.09,2767.13,86.2351
19/10/2018,2062.34,1111.14,2767.78,85.9472
26/10/2018,1981.89,1102.35,2658.69,84.9968
2/11/2018,2036.7,1103.35,2723.06,83.8847
9/11/2018,2063.16,1142.18,2781.01,82.8946
16/11/2018,2031.76,1141.81,2736.27,83.9124
23/11/2018,1975.09,1132.69,2632.56,81.4831
30/11/2018,2041.36,1159.47,2760.17,82.5607
7/12/2018,1965.24,1163.94,2633.08,83.4889
14/12/2018,1942.55,1138.84,2599.95,81.2656
21/12/2018,1834.97,1063.67,2416.62,78.6952
28/12/2018,1870.8,1056.09,2485.74,77.5922
4/1/2019,1904.18,1051.07,2531.94,78.3352
11/1/2019,1957.17,1102.91,2596.26,79.6614
18/1/2019,2000.76,1125.76,2670.71,81.3791
25/1/2019,2001.86,1138.15,2664.76,81.0693
1/2/2019,2029.55,1171.49,2706.53,80.965
8/2/2019,2020.53,1193.38,2707.88,80.0655
15/2/2019,2066.59,1199.97,2775.6,80.9569
22/2/2019,2086.97,1201.89,2792.67,82.1246
1/3/2019,2096.35,1178.62,2803.69,80.966
8/3/2019,2051.12,1179.3,2743.07,80.4667
15/3/2019,2108.78,1199.78,2822.48,81.5838
22/3/2019,2094.81,1205.85,2800.71,81.7507
29/3/2019,2107.74,1217.06,2834.4,81.0872
5/4/2019,2149.85,1229.65,2892.74,82.3702
12/4/2019,2159.39,1231.32,2907.41,82.7086
19/4/2019,2160.36,1195.4,2905.03,81.7063
26/4/2019,2173.82,1214.3,2939.88,80.7614
3/5/2019,2177.77,1229.74,2945.64,79.8386
10/5/2019,2126.32,1217.53,2881.4,78.6618
17/5/2019,2116.51,1231.49,2859.53,79.7043
24/5/2019,2095.03,1235.04,2826.06,78.7052
31/5/2019,2046.25,1212.27,2752.06,77.7043
7/6/2019,2126.88,1238.94,2873.34,77.148
14/6/2019,2130.95,1247.42,2886.98,77.8285
21/6/2019,2178.16,1251.28,2950.46,78.8373
28/6/2019,2178.35,1220.7,2941.76,79.653
5/7/2019,2205.57,1249.56,2990.41,79.1142
12/7/2019,2212.65,1248.07,3013.77,81.0222
19/7/2019,2194.61,1219.91,2976.61,79.3793
26/7/2019,2215.71,1228.9,3025.86,78.7409
2/8/2019,2149.99,1238.53,2932.05,77.2259
9/8/2019,2135.34,1257.71,2918.65,77.4239
16/8/2019,2108.5,1260.37,2888.68,76.7728
23/8/2019,2094.63,1249.57,2847.11,76.0653
30/8/2019,2138.52,1272.76,2926.46,77.0044
6/9/2019,2178.9,1290.16,2978.71,77.8857
13/9/2019,2205.81,1270.12,3007.39,78.6973
20/9/2019,2197.55,1290.84,2992.07,79.1971
27/9/2019,2175.54,1302.06,2961.79,78.34
4/10/2019,2153.82,1305.72,2952.01,77.9329
11/10/2019,2179.33,1297.87,2970.27,78.8301
18/10/2019,2195.28,1314.83,2986.2,78.6672
25/10/2019,2222.75,1315,3022.55,79.4979
1/11/2019,2252.07,1318.4,3066.91,80.2596
8/11/2019,2268.83,1272.61,3093.08,79.9057
15/11/2019,2282.8,1289.16,3120.46,79.0884
22/11/2019,2273.89,1274.02,3110.29,78.7265
29/11/2019,2292.26,1295.16,3140.98,77.1108
6/12/2019,2296.39,1289.55,3145.91,78.2393
13/12/2019,2319.73,1244.3,3168.8,79.4136
20/12/2019,2349.87,1265.93,3221.22,80.3939
27/12/2019,2364.9,1271.26,3240.02,81.3512
3/1/2020,2363.12,1270.48,3234.85,81.3663
10/1/2020,2377.62,1269.88,3265.35,80.7052
17/1/2020,2415.51,1304.2,3329.62,79.817
24/1/2020,2395.31,1313.03,3295.47,77.3191
31/1/2020,2342.41,1291.67,3225.52,74.8374
7/2/2020,2404.75,1312.35,3327.71,74.755
14/2/2020,2431.36,1355.02,3380.16,75.3841
21/2/2020,2402.8,1358.59,3337.75,76.2509
28/2/2020,2141.12,1186.52,2954.22,70.9799
6/3/2020,2149.29,1223.75,2972.37,70.7933
13/3/2020,1881.64,1062.7,2711.02,65.3051
20/3/2020,1650.94,790.88,2304.92,61.0998
27/3/2020,1827.17,933.71,2541.47,62.7145
3/4/2020,1776.86,834.59,2488.65,62.1957
10/4/2020,1971.96,1033.32,2789.82,63.4759
17/4/2020,2017.51,986.05,2874.56,62.0936
24/4/2020,1987.65,938.3,2836.74,60.2394
1/5/2020,2004.79,962.08,2830.71,60.7066
8/5/2020,2061.89,979.62,2929.8,62.32
15/5/2020,2008.41,889.54,2863.7,61.659
22/5/2020,2071.9,953.73,2955.45,62.74
29/5/2020,2147.88,997.11,3044.31,63.5353
5/6/2020,2266.76,1108.43,3193.93,64.6941
12/6/2020,2164.46,1051.52,3041.31,63.7057
19/6/2020,2208.97,1030.83,3097.74,64.5736
26/6/2020,2157.19,995.78,3009.05,63.2194
3/7/2020,2226.4,1042.5,3130.01,65.6325
10/7/2020,2259.6,1008.17,3185.04,66.636
17/7/2020,2293.92,1018.57,3224.73,66.4947
24/7/2020,2291.58,1012.08,3215.63,68.1503
31/7/2020,2304.98,1061.59,3271.12,68.6767
7/8/2020,2355.97,1079.14,3351.28,70.4501
14/8/2020,2384.2,1061.06,3372.85,70.8064
21/8/2020,2392.11,1056.46,3397.16,71.4586
28/8/2020,2456.86,1080.46,3508.01,73.1354
4/9/2020,2399.6,1075.26,3426.96,72.3908
11/9/2020,2368.14,1047.35,3340.97,71.5564
18/9/2020,2367.99,1045.04,3319.47,72.9672
25/9/2020,2326.85,1015.08,3298.46,70.687
2/10/2020,2362.41,1074.67,3348.44,69.8026
9/10/2020,2447.76,1090.07,3477.13,73.2507
16/10/2020,2440.14,1055.01,3483.81,73.384
23/10/2020,2430.54,1056.66,3465.39,73.5659
30/10/2020,2292.93,1000.55,3269.96,71.8436
6/11/2020,2470.05,1040.5,3509.44,72.8223
13/11/2020,2529.29,1128.16,3585.15,73.7271
20/11/2020,2540.02,1121.29,3557.54,74.1352
27/11/2020,2601.45,1121.32,3638.35,74.8153
4/12/2020,2639.66,1145.57,3699.12,74.2999
11/12/2020,2621.89,1117.14,3663.46,74.8682
18/12/2020,2666.3,1120.7,3709.41,77.3211
25/12/2020,2659.27,1124.61,3703.06,77.0269
1/1/2021,2690.04,1136.61,3756.07,78.0543
8/1/2021,2753.31,1107.05,3824.68,79.6586
15/1/2021,2714.81,1133.92,3768.25,80.4577
22/1/2021,2755.66,1146.39,3841.47,79.1128
29/1/2021,2661.69,1137.01,3714.24,80.0981
5/2/2021,2773.45,1175.1,3886.83,82.4711
12/2/2021,2818.85,1198.79,3934.83,84.0621
19/2/2021,2806.47,1185.69,3906.71,85.3002
26/2/2021,2726.91,1180.6,3811.15,85.2778
5/3/2021,2728.56,1179.18,3841.94,85.8592
12/3/2021,2807.21,1238.11,3943.34,85.9584
19/3/2021,2796.14,1212.97,3913.1,84.5202
26/3/2021,2814.86,1245.87,3974.54,84.1319
2/4/2021,2841.89,1251.5,4019.87,83.8339
9/4/2021,2910.1,1254.09,4128.8,84.0279
16/4/2021,2953.35,1282.45,4185.47,86.5268
23/4/2021,2946.11,1305.18,4180.17,88.4025
30/4/2021,2938.76,1323.2,4181.17,90.361
7/5/2021,2979.41,1316.36,4232.6,93.7349
14/5/2021,2938.63,1298.73,4173.85,91.9824
21/5/2021,2943.13,1307.78,4155.86,90.8946
28/5/2021,2979.3,1333.59,4204.11,92.8252
4/6/2021,2997.36,1371.66,4229.89,94.6845
11/6/2021,3012.67,1412.8,4247.44,94.9903
18/6/2021,2954.19,1360.91,4166.45,90.933
25/6/2021,3024.94,1386.44,4280.7,92.437
2/7/2021,3046.09,1374.12,4352.34,94.9753
9/7/2021,3053.12,1408.38,4369.55,93.4966
16/7/2021,3024.66,1417.02,4327.16,94.4305
23/7/2021,3072.38,1424.24,4411.79,95.6888
30/7/2021,3069.25,1427.39,4395.26,96.2754
6/8/2021,3098.06,1432.1,4436.52,94.6853
13/8/2021,3125.12,1427.98,4468,95.17
20/8/2021,3080.02,1422.62,4441.67,91.1605
27/8/2021,3133.67,1431.56,4509.37,96.3507
3/9/2021,3163.99,1481.37,4535.43,97.1166
10/9/2021,3122.07,1419.59,4458.58,97.1053
17/9/2021,3096.62,1413.05,4432.99,97.5465
24/9/2021,3103.53,1402.9,4455.48,98.9774
1/10/2021,3022.83,1386.52,4357.04,100.927
8/10/2021,3043.74,1384.75,4391.34,102.6205
15/10/2021,3109.47,1439.34,4471.37,104.729
22/10/2021,3151.16,1466.74,4544.9,103.7541
29/10/2021,3174.73,1470.3,4605.38,103.3578
5/11/2021,3232.26,1494.48,4697.53,102.7359
12/11/2021,3223.82,1494.08,4682.85,102.7969
19/11/2021,3219.9,1497.34,4697.96,102.3109
26/11/2021,3131.98,1473.01,4594.62,100.103
3/12/2021,3086.44,1467.82,4538.43,95.7939
10/12/2021,3188.26,1503.73,4712.02,96.8966
17/12/2021,3139.75,1512.03,4620.64,96.4217
24/12/2021,3206.85,1530.97,4725.79,98.8989
31/12/2021,3231.73,1577.23,4766.18,99.1694
7/1/2022,3177.54,1525.35,4677.03,101.2864
14/1/2022,3173.12,1513.51,4662.85,103.5431
