Date,PC1,PC2,Equal_weighted_PC
2002-01-04,6.294240955154603,-1.3768130707136033,2.4587139422204998
2002-01-11,6.411952647535745,-1.2989101720287588,2.5565212377534934
2002-01-18,6.488620727067868,-1.512788033831934,2.487916346617967
2002-01-25,6.2371631719794705,-1.824174573054669,2.206494299462401
2002-02-01,6.523464440035527,-1.6264519844505352,2.448506227792496
2002-02-08,6.600651418141931,-1.4805994492821368,2.560025984429897
2002-02-15,6.303370174948186,-1.5561356863351044,2.3736172443065406
2002-02-22,6.581042035841384,-1.4290590875902083,2.575991474125588
2002-03-01,6.13607477512658,-1.7522044024798653,2.191935186323357
2002-03-08,5.954645757423902,-1.7555177575759024,2.0995639999239994
2002-03-15,5.851512032293905,-1.7120363615011704,2.069737835396367
2002-03-22,5.677173162482521,-1.7664069926355825,1.955383084923469
2002-03-29,5.5025532965272355,-2.0198398478608293,1.741356724333203
2002-04-05,5.712127234782846,-1.8006038366372377,1.9557616990728044
2002-04-12,5.53344652260201,-1.848665110133509,1.8423907062342506
2002-04-19,5.37399675910683,-1.71038946717434,1.8318036459662448
2002-04-26,5.300848853546635,-1.588171081645064,1.8563388859507857
2002-05-03,5.586128657891427,-1.3165939350561495,2.134767361417639
2002-05-10,5.35493783213364,-1.418732393722929,1.9681027192053553
2002-05-17,4.9812257661210415,-1.48327085048976,1.7489774578156407
2002-05-24,4.753990043293489,-1.5567221015285115,1.5986339708824886
2002-05-31,4.440826807454301,-1.5782703675464047,1.4312782199539482
2002-06-07,4.29854919219953,-1.5695269288540128,1.3645111316727583
2002-06-14,4.671419099467578,-1.4893393218320048,1.5910398888177868
2002-06-21,4.297603930628264,-1.2924533014180302,1.5025753146051168
2002-06-28,4.952160324147899,-0.7324097865382099,2.1098752688048443
2002-07-05,4.939182668808666,-0.979324731978189,1.9799289684152384
2002-07-12,5.067212731262932,-0.7909751793165946,2.1381187759731684
2002-07-19,5.2764000043748185,-0.6001968469005751,2.3381015787371218
2002-07-26,6.073390262898785,-0.6383887934250342,2.7175007347368756
2002-08-02,5.987517248371015,-0.6445840913922534,2.6714665784893805
2002-08-09,5.991420270173152,-0.7260733972723606,2.632673436450396
2002-08-16,5.666740879385995,-0.6778326297375517,2.494454124824222
2002-08-23,5.661969310690368,-0.7818187456853406,2.4400752825025136
2002-08-30,5.512906197801172,-0.7361858905366999,2.388360153632236
2002-09-06,5.570380953610537,-0.7430391959626352,2.413670878823951
2002-09-13,5.366681737941038,-1.0682217102436313,2.1492300138487033
2002-09-20,5.664640500573835,-0.754459812279111,2.455090344147362
2002-09-27,5.702840692196401,-0.8130447716596081,2.4448979602683965
2002-10-04,5.470822816203019,-1.0628885501877376,2.203967133007641
2002-10-11,5.448508444213806,-0.9593618912964452,2.2445732764586803
2002-10-18,5.269379055439902,-1.1100559892755808,2.079661533082161
2002-10-25,5.062537676698251,-1.1558157357438357,1.9533609704772077
2002-11-01,5.077650909009479,-0.9048455920942263,2.0864026584576263
2002-11-08,5.005990248647259,-0.8302539068224142,2.0878681709124223
2002-11-15,4.931322445038737,-1.0649005495721326,1.9332109477333024
2002-11-22,4.772590842655399,-1.2339194219442011,1.769335710355599
2002-11-29,4.902629061202771,-1.0983549783753215,1.9021370414137246
2002-12-06,4.986361772237092,-0.9278108095662583,2.0292754813354166
2002-12-13,4.774486230326102,-0.965275043045442,1.9046055936403299
2002-12-20,4.840030674918975,-0.8718143925162778,1.9841081412013488
2002-12-27,4.981363535966962,-0.816249178564832,2.082557178701065
2003-01-03,4.67579471627253,-0.9826474741828782,1.8465736210448258
2003-01-10,4.269930287313751,-0.90312860167926,1.6834008428172456
2003-01-17,3.929727982266671,-1.011444563862976,1.4591417092018473
2003-01-24,4.1331470053383645,-0.6377589864157384,1.7476940094613131
2003-01-31,4.282701050432148,-0.5946761638876665,1.8440124432722405
2003-02-07,4.201210227846872,-0.6047748345260879,1.7982176966603918
2003-02-14,4.057123102434763,-0.7444766714166635,1.6563232155090497
2003-02-21,3.798358365365652,-0.8208411397885537,1.488758612788549
2003-02-28,3.5418831807857973,-0.7260745859251673,1.407904297430315
2003-03-07,3.6019776724330974,-0.39771924323387536,1.602129214599611
2003-03-14,3.842964038009367,-0.5504016700081876,1.6462811840005898
2003-03-21,3.878127313584005,-0.8654918606820948,1.506317726450955
2003-03-28,3.844498168973235,-0.47492756941182995,1.6847852997807027
2003-04-04,3.947020307747251,-0.3917958340489462,1.7776122368491525
2003-04-11,3.80196038084925,-0.3267190953022137,1.7376206427735181
2003-04-18,3.538726630963749,-0.3804352712233679,1.5791456798701904
2003-04-25,3.6929547597151093,-0.10498641787183764,1.7939841709216358
2003-05-02,3.3914908543340014,0.08311271320517231,1.7373017837695868
2003-05-09,3.1493562447286023,0.2955338586457712,1.7224450516871868
2003-05-16,2.988608206893663,0.48305258047642957,1.735830393685046
2003-05-23,3.0340026581552997,0.6516780523975183,1.842840355276409
2003-05-30,3.2429615501963953,0.808793615115674,2.025877582656035
2003-06-06,3.087984134068371,0.7509865775751885,1.91948535582178
2003-06-13,2.9768021431002603,0.9996136495307612,1.9882078963155108
2003-06-20,2.734451914853274,0.5003661951114665,1.6174090549823703
2003-06-27,2.622555889648612,0.40842531130779874,1.5154906004782054
2003-07-04,2.28585157250755,0.2896411149017268,1.2877463437046384
2003-07-11,2.475188531325239,-0.1010445112809078,1.1870720100221657
2003-07-18,2.958929082315957,-0.014418427403397013,1.47225532745628
2003-07-25,2.6529634827617485,0.17355378701021165,1.4132586348859801
2003-08-01,2.747085520925329,-0.10607822668071791,1.3205036471223055
2003-08-08,2.771879058645659,0.00091309532743146,1.3863960769865453
2003-08-15,2.4687256165757905,-0.1878289882491122,1.140448314163339
2003-08-22,2.347213592595561,-0.655300230085798,0.8459566812548815
2003-08-29,2.61275743615873,-0.3310569190853136,1.1408502585367082
2003-09-05,2.751714623321347,-0.03188332597997669,1.3599156486706852
2003-09-12,2.512362605634481,0.0695256137199014,1.2909441096771914
2003-09-19,2.2993090944258636,0.10739828350975053,1.2033536889678071
2003-09-26,2.36602585826923,0.19643186458750786,1.281228861428369
2003-10-03,2.3021963069956213,0.30586535207056637,1.3040308295330938
2003-10-10,2.1326257512072866,0.5182117974983818,1.3254187743528343
2003-10-17,2.097314907054906,0.507224830891209,1.3022698689730576
2003-10-24,1.8931552662589373,0.4723597296869737,1.1827574979729554
2003-10-31,1.5069916830116112,0.0678789068199002,0.7874352949157557
2003-11-07,1.4009519865333546,-0.07927814095861152,0.6608369227873716
2003-11-14,1.2058152836594342,0.07357969078541109,0.6396974872224227
2003-11-21,1.1270693733093875,0.06240433584068781,0.5947368545750377
2003-11-28,1.2367144825487595,0.23625165910422247,0.736483070826491
2003-12-05,1.0670255275721914,0.22653685823554187,0.6467811929038666
2003-12-12,1.026539748845517,0.21971915998600555,0.6231294544157613
2003-12-19,1.2194736142463722,0.24608924109442734,0.7327814276703998
2003-12-26,1.1859756042227845,0.46371306311376226,0.8248443336682734
2004-01-02,0.8803454362408519,0.5298692080925124,0.7051073221666821
2004-01-09,0.5384871980970964,0.5533727586549165,0.5459299783760065
2004-01-16,0.5571840403577342,0.14413543015800942,0.3506597352578718
2004-01-23,0.48361124966121727,0.11641986187765224,0.3000155557694347
2004-01-30,0.498574196700804,-0.07949345525476717,0.2095403707230184
2004-02-06,0.3508521316087726,-0.13648669810501896,0.10718271675187682
2004-02-13,0.01463493211551139,-0.1755051980795953,-0.08043513298204195
2004-02-20,0.38267080405455073,-0.1945134608821877,0.09407867158618151
2004-02-27,0.24675113145107871,-0.28047070963102555,-0.016859789089973418
2004-03-05,0.5651896411970756,-0.04213639028679862,0.2615266254551385
2004-03-12,1.2572960258104087,0.19721191614628583,0.7272539709783472
2004-03-19,0.8425796657282967,0.0016781376797481559,0.4221289017040224
2004-03-26,0.807774779844965,0.0043863615735101474,0.4060805707092376
2004-04-02,0.5184873973548313,-0.12931857128741062,0.19458441303371032
2004-04-09,0.3737697338420973,-0.29003055289396756,0.041869590474064855
2004-04-16,0.8910945201904246,-0.13045049077019916,0.38032201471011273
2004-04-23,1.0559745926378543,-0.2276714215725467,0.4141515855326538
2004-04-30,1.4386105416832111,-0.045974850837994116,0.6963178454226086
2004-05-07,1.8517996378814034,0.01191822942162265,0.9318589336515131
2004-05-14,2.2238674857448366,0.2235305838478832,1.2236990347963599
2004-05-21,2.1132399460089206,0.34403441618273445,1.2286371810958276
2004-05-28,1.7256151293294175,0.259717757458936,0.9926664433941768
2004-06-04,2.263657861621737,0.643240874345324,1.4534493679835303
2004-06-11,1.9763797284416362,0.14153715765527797,1.058958443048457
2004-06-18,2.199180541092134,0.34508007494136916,1.2721303080167514
2004-06-25,1.8764464977578286,0.2646337042032378,1.070540100980533
2004-07-02,1.6482514709506249,0.43109175709153547,1.0396716140210802
2004-07-09,1.4543999279740303,0.3956536250564492,0.9250267765152398
2004-07-16,1.3014210885420732,0.43257247972505103,0.8669967841335621
2004-07-23,1.6986697360700098,0.39692860912563366,1.0477991725978217
2004-07-30,1.7531740963405902,0.27181844162578417,1.0124962689831871
2004-08-06,1.5774896252111257,0.4144046074297908,0.9959471163204583
2004-08-13,1.4288707256757467,0.3426182507355564,0.8857444882056515
2004-08-20,1.1575088708234578,0.20418621158999614,0.680847541206727
2004-08-27,1.493942214666817,0.11987558534678641,0.8069089000068017
