Date,PC1,PC2,Equal_weighted_PC
2002-01-04,4.712771495576761,-1.7754781460273734,1.4686466747746938
2002-01-11,4.781498064333366,-1.7315163673985297,1.5249908484674184
2002-01-18,4.734864874643171,-1.8572988511117836,1.4387830117656937
2002-01-25,4.847077739577232,-1.5371375079201681,1.654970115828532
2002-02-01,5.00119817958241,-1.6112368198987201,1.6949806798418448
2002-02-08,4.798613001893086,-1.657949985424657,1.5703315082342146
2002-02-15,4.976360714750957,-1.5469628609885044,1.7146989268812263
2002-02-22,4.9392779265536735,-1.6905871007591409,1.6243454128972663
2002-03-01,4.952862497435378,-1.4166744340453024,1.7680940316950378
2002-03-08,4.790028236675489,-1.458171357387917,1.6659284396437863
2002-03-15,4.5575449683557885,-1.5572387499057356,1.5001531092250264
2002-03-22,4.639316264438088,-1.390165088090356,1.6245755881738662
2002-03-29,4.760450976341667,-1.357445225193973,1.7015028755738468
2002-04-05,4.69672169332853,-1.4732760952131463,1.611722799057692
2002-04-12,4.72130224960278,-1.4259084051136597,1.64769692224456
2002-04-19,4.613114884853417,-1.3990850049470065,1.607014939953205
2002-04-26,4.543823853638435,-1.4198507690321527,1.5619865423031412
2002-05-03,4.298411898893437,-1.6964136679585244,1.300999115467456
2002-05-10,4.293089241952534,-1.5557499404527693,1.3686696507498821
2002-05-17,4.145811913346237,-1.4068355988164216,1.3694881572649078
2002-05-24,4.16240642950181,-1.3237051032743317,1.4193506631137391
2002-05-31,4.040287628532422,-1.1750726023299443,1.4326075131012388
2002-06-07,3.983356747391458,-1.2036432110509552,1.3898567681702514
2002-06-14,4.106090373721695,-1.5623529982917332,1.271868687714981
2002-06-21,3.8245842942553985,-1.524710139006319,1.1499370776245397
2002-06-28,3.8362801687895556,-1.9553814301744157,0.94044936930757
2002-07-05,3.948142140955765,-1.9635725359334026,0.9922848025111812
2002-07-12,3.98134736967989,-2.172842454967128,0.9042524573563808
2002-07-19,3.785692755260109,-2.5493999740984914,0.6181463905808089
2002-07-26,3.9582161159982,-2.853258572746619,0.5524787716257906
2002-08-02,4.003693319185039,-2.802475914355422,0.6006087024148083
2002-08-09,4.003706402717307,-2.4397849440698725,0.7819607293237172
2002-08-16,3.975727643323978,-2.349180246586171,0.8132736983689035
2002-08-23,4.052611390278622,-2.222559327637208,0.9150260313207068
2002-08-30,4.139926174792459,-2.2599129588970794,0.9400066079476896
2002-09-06,4.0601400157428875,-2.4514510032477443,0.8043445062475716
2002-09-13,4.204543396079548,-2.3687328128304355,0.9179052916245563
2002-09-20,4.101165955623675,-2.4881511081063183,0.8065074237586785
2002-09-27,4.159303314465563,-2.595337588321826,0.7819828630718686
2002-10-04,4.129195423951377,-2.671609910839665,0.7287927565558561
2002-10-11,4.032243150834348,-2.6263868216625483,0.7029281645858998
2002-10-18,4.1687285123437485,-2.381001838363896,0.8938633369899263
2002-10-25,4.1105137342846865,-2.3349115521139336,0.8878010910853764
2002-11-01,3.8886402305507106,-2.4381038738158645,0.7252681783674231
2002-11-08,3.8862679352902205,-2.574658433969331,0.6558047506604447
2002-11-15,3.876542344459578,-2.608846136207201,0.6338481041261885
2002-11-22,4.069502671984716,-2.5312624281182736,0.7691201219332211
2002-11-29,3.982977012701255,-2.382166203584132,0.8004054045585616
2002-12-06,3.887505945608427,-2.5772986307440906,0.6551036574321683
2002-12-13,3.8438758521929905,-2.660881317832523,0.5914972671802339
2002-12-20,3.72899980608129,-2.8419621299735236,0.44351883805388326
2002-12-27,3.447925132683978,-3.0835762828401068,0.1821744249219357
2003-01-03,3.5374865947685787,-2.993700408341952,0.27189309321331345
2003-01-10,3.3759712930437735,-2.6867940954721696,0.34458859878580195
2003-01-17,3.28841276896688,-2.632707031462213,0.32785286875233344
2003-01-24,3.298869655238574,-2.699222196524451,0.29982372935706136
2003-01-31,3.4751800348139357,-2.8155842234554473,0.32979790567924416
2003-02-07,3.2954984416396145,-2.729303328906696,0.2830975563664593
2003-02-14,3.253561785801304,-2.613946956569299,0.3198074146160024
2003-02-21,3.059707240420658,-2.304706586156451,0.3775003271321036
2003-02-28,2.922045166037957,-2.0168511569599805,0.4525970045389882
2003-03-07,2.9586202916623274,-2.06989191075334,0.4443641904544937
2003-03-14,3.094211968609218,-2.13951214711063,0.477349910749294
2003-03-21,3.2702098685763628,-2.148661207641623,0.5607743304673698
2003-03-28,3.0803310991548667,-2.0186226676393093,0.5308542157577787
2003-04-04,3.180939171285414,-1.8217480919118916,0.6795955396867611
2003-04-11,3.316339423324695,-1.7242903030449237,0.7960245601398857
2003-04-18,3.2219484034026693,-1.6239804039367725,0.7989839997329484
2003-04-25,3.1757805669464334,-1.7226560298919873,0.726562268527223
2003-05-02,3.110314696897502,-1.496862843617726,0.8067259266398881
2003-05-09,2.859496396638848,-1.3408149135512257,0.7593407415438111
2003-05-16,2.8990258891058667,-1.2004767208582208,0.849274584123823
2003-05-23,2.8456663157299404,-1.244860369291452,0.8004029732192443
2003-05-30,2.9345995499370874,-1.2553549770668269,0.8396222864351303
2003-06-06,3.3022006639130974,-1.161431276578127,1.0703846936674852
2003-06-13,3.161467333513511,-1.030800240458646,1.0653335465274325
2003-06-20,3.387063765638247,-0.9951981998383043,1.1959327828999713
2003-06-27,3.4842109468642595,-0.8089291091118972,1.337640918876181
2003-07-04,3.5948918299164045,-0.7368424365657733,1.4290246966753157
2003-07-11,3.6001064509949607,-0.9388934953418787,1.330606477826541
2003-07-18,3.2565522219012077,-1.0583818808706722,1.0990851705152678
2003-07-25,3.260680149475402,-0.9390032087818337,1.1608384703467842
2003-08-01,3.3699581485675245,-1.1008845665487752,1.1345367910093747
2003-08-08,3.290936115397739,-1.0126901402268402,1.1391229875854494
2003-08-15,3.3518782171211763,-0.8443475159596552,1.2537653505807604
2003-08-22,3.6145561166408235,-0.7413546043507789,1.4366007561450223
2003-08-29,3.4756482944078964,-0.8195316588568078,1.3280583177755443
2003-09-05,3.3805473165820614,-0.8606203344518297,1.2599634910651158
2003-09-12,3.497770124512623,-0.6306915974338938,1.4335392635393647
2003-09-19,3.586878556485417,-0.6521273684640233,1.4673755940106967
2003-09-26,3.5009375722530054,-0.8126300982777979,1.3441537369876038
2003-10-03,3.475984821411017,-0.7386290735012553,1.3686778739548808
2003-10-10,3.2770465416244754,-0.5704557766687738,1.3532953824778509
2003-10-17,3.4905082492538964,-0.5043835274685189,1.4930623608926887
2003-10-24,3.428592788323502,-0.565664483616185,1.4314641523536586
2003-10-31,3.697819556210326,-0.34749650338374577,1.6751615264132902
2003-11-07,3.809761920871532,-0.18658855552627826,1.8115866826726268
2003-11-14,3.557234194341453,-0.19812967255101893,1.679552260895217
2003-11-21,3.3400202993880392,-0.40557665464821246,1.4672218223699134
2003-11-28,3.3882807680596776,-0.4648906375757121,1.4616950652419827
2003-12-05,3.2972992906625307,-0.38935259890117785,1.4539733458806765
2003-12-12,3.2733274060075956,-0.47830759068079476,1.3975099076634003
2003-12-19,3.3316830830517095,-0.7258837143824651,1.302899684334622
2003-12-26,3.3398185877124273,-0.5937272229824954,1.373045682364966
2004-01-02,3.322229754897254,-0.4355926600778877,1.4433185474096832
2004-01-09,3.4426539694964253,-0.48904227781538784,1.4768058458405187
2004-01-16,3.6178743382704153,-0.3162112181689257,1.6508315600507448
2004-01-23,3.5462695496647068,-0.48098394121072147,1.5326428042269926
2004-01-30,3.6672914627275572,-0.6050947125067864,1.5310983751103855
2004-02-06,3.54922017289549,-0.8103510038472128,1.3694345845241385
2004-02-13,3.828889362622409,-0.6114862748795893,1.60870154387141
2004-02-20,3.896061569819128,-0.7375090589389668,1.5792762554400805
2004-02-27,3.9573367658044223,-0.6997950064576811,1.6287708796733706
2004-03-05,3.962492957960683,-0.6616733383693072,1.6504098097956879
2004-03-12,3.790020885464059,-0.8318158141787502,1.4791025356426544
2004-03-19,3.8148193508955077,-0.782117357389039,1.5163509967532343
2004-03-26,3.8501994280082346,-0.6019318707667634,1.6241337786207355
2004-04-02,4.011949082348845,-0.4616034458745945,1.7751728182371251
2004-04-09,3.913146744847665,-0.4634455649589478,1.7248505899443587
2004-04-16,3.8662618082154863,-0.555162516663534,1.6555496457759762
2004-04-23,3.923725449309356,-0.5245880399041164,1.6995687047026198
2004-04-30,3.7754405835010743,-0.9219407829366995,1.4267499002821875
2004-05-07,3.8223911754998436,-1.2873536872954863,1.2675187441021787
