Date,AUD=,NZD=,EUR=,GBP=,CAD=,CHF=,JPY=,AUDNZD=R,EURAUD=R,GBPAUD=R,AUDCAD=R,AUDCHF=R,AUDJPY=R,EURNZD=R,GBPNZD=R,NZDCAD=R,NZDCHF=R,NZDJPY=R,EURGBP=R,EURCAD=R,EURCHF=R,EURJPY=R,GBPCAD=R,GBPCHF=R,GBPJPY=R,CADCHF=R,CADJPY=R,CHFJPY=R
2009-04-03,0.71505,0.5859,1.3483,1.48325,1.22975,1.131,100.325,1.22045,1.8856,2.07435,0.8793,0.80875,71.735,2.30125,2.53155,0.7205,0.66265,58.785,0.90905,1.6581,1.5249,135.265,1.824,1.67755,148.805,0.9197,81.58,88.705
2009-04-10,0.7196,0.5832,1.31885,1.4672,1.22625,1.1546,100.25,1.2339,1.8329,2.03895,0.8824,0.83085,72.14,2.2614,2.51575,0.71515,0.67335,58.465,0.8989,1.61725,1.52275,132.215,1.79915,1.69405,147.085,0.94155,81.75,86.83
2009-04-17,0.72145,0.56725,1.3041,1.47945,1.21385,1.1652,99.145,1.27185,1.8076,2.05065,0.87575,0.84065,71.525,2.29895,2.6081,0.68855,0.661,56.24,0.8815,1.583,1.5195,129.295,1.79585,1.72385,146.68,0.95995,81.68,85.09
2009-04-24,0.72325,0.5725,1.3255,1.46775,1.20945,1.13925,97.175,1.2633,1.8327,2.02935,0.87475,0.82395,70.28,2.3159,2.56375,0.6924,0.6522,55.635,0.90305,1.6031,1.51005,128.805,1.77515,1.67215,142.63,0.942,80.345,85.3
2009-05-01,0.73065,0.57095,1.3266,1.492,1.18535,1.1357,99.11,1.2797,1.81565,2.042,0.86615,0.8298,72.415,2.3235,2.6132,0.67675,0.6484,56.585,0.88915,1.5725,1.50665,131.48,1.76855,1.69445,147.875,0.9581,83.615,87.27
2009-05-08,0.76975,0.60405,1.36465,1.52465,1.15025,1.106,98.575,1.2743,1.77285,1.9807,0.8858,0.85135,75.885,2.25915,2.52405,0.6948,0.66805,59.55,0.89505,1.5697,1.5093,134.52,1.75395,1.68645,150.31,0.96205,85.67,89.145
2009-05-15,0.74875,0.58575,1.34955,1.51635,1.17795,1.12105,95.21,1.2783,1.8024,2.0252,0.882,0.8394,71.29,2.304,2.58875,0.69,0.6567,55.77,0.89,1.58975,1.5129,128.49,1.7862,1.6999,144.375,0.9517,80.825,84.93
2009-05-22,0.78275,0.6205,1.3994,1.59355,1.11965,1.0849,94.78,1.2615,1.7878,2.03585,0.8764,0.8492,74.19,2.2553,2.56815,0.69475,0.67315,58.81,0.87815,1.56685,1.5182,132.635,1.7842,1.72885,151.04,0.969,84.65,87.365
2009-05-29,0.8012,0.6403,1.4154,1.61845,1.09075,1.0668,95.32,1.2513,1.7666,2.02,0.8739,0.8547,76.37,2.2105,2.52765,0.6984,0.68305,61.035,0.87455,1.54385,1.50995,134.915,1.7653,1.72655,154.27,0.97805,87.39,89.35
2009-06-05,0.79325,0.6258,1.3975,1.59795,1.11915,1.0856,98.66,1.2676,1.76175,2.01445,0.88775,0.86115,78.26,2.23315,2.55345,0.70035,0.67935,61.74,0.87455,1.564,1.5171,137.875,1.78835,1.7347,157.655,0.97,88.155,90.885
2009-06-12,0.8123,0.643,1.4024,1.64445,1.11895,1.0791,98.405,1.2633,1.72645,2.02445,0.9089,0.87655,79.935,2.18105,2.55745,0.7195,0.69385,63.275,0.8528,1.5692,1.5133,138.005,1.84005,1.7745,161.82,0.9644,87.945,91.19
2009-06-19,0.80625,0.64255,1.3943,1.65065,1.13545,1.0811,96.27,1.25475,1.7294,2.04735,0.91545,0.87165,77.62,2.16995,2.5689,0.7296,0.6947,61.86,0.8447,1.58315,1.5074,134.23,1.87425,1.7845,158.91,0.95215,84.785,89.05
2009-06-26,0.80735,0.64565,1.40535,1.65225,1.15265,1.08375,95.25,1.25045,1.74065,2.04655,0.9306,0.87495,76.9,2.1773,2.55905,0.74425,0.69975,61.495,0.85085,1.61985,1.52355,133.86,1.9045,1.7906,157.375,0.9402,82.635,87.89
2009-07-03,0.79705,0.63,1.3964,1.63395,1.16075,1.08655,96.04,1.2652,1.75195,2.05,0.9252,0.86605,76.55,2.2165,2.59355,0.7313,0.6845,60.505,0.8546,1.6209,1.51725,134.11,1.8966,1.77535,156.92,0.9361,82.74,88.39
2009-07-10,0.77875,0.62755,1.3933,1.62005,1.16385,1.08655,92.54,1.2409,1.78915,2.0803,0.90635,0.84615,72.065,2.2202,2.58155,0.73035,0.68185,58.045,0.86005,1.6216,1.5139,128.935,1.8855,1.76025,149.855,0.9336,79.475,85.17
2009-07-17,0.80245,0.6446,1.4099,1.63305,1.11345,1.07665,94.19,1.24485,1.757,2.03505,0.8935,0.864,75.58,2.18725,2.53345,0.71775,0.694,60.715,0.86335,1.56985,1.518,132.795,1.8183,1.75825,153.815,0.96695,84.59,87.485
2009-07-24,0.81735,0.65585,1.4205,1.64305,1.08675,1.0719,94.795,1.24625,1.7379,2.0102,0.88825,0.8761,77.48,2.1659,2.5052,0.71275,0.703,62.17,0.86455,1.5437,1.52265,134.655,1.78555,1.7612,155.755,0.9863,87.225,88.435
2009-07-31,0.83535,0.6618,1.425,1.67205,1.07795,1.06855,94.68,1.26225,1.70585,2.0016,0.90045,0.8926,79.09,2.1532,2.5265,0.7134,0.7072,62.66,0.85225,1.5361,1.5227,134.92,1.8024,1.7867,158.31,0.99125,87.83,88.605
2009-08-07,0.83715,0.6719,1.4188,1.66825,1.08135,1.081,97.57,1.24595,1.6948,1.99275,0.90525,0.90495,81.68,2.1116,2.48285,0.7266,0.72635,65.555,0.8505,1.5342,1.5337,138.43,1.80395,1.8034,162.77,0.9997,90.23,90.255
2009-08-14,0.83265,0.6781,1.4205,1.65405,1.09825,1.072,94.935,1.22795,1.706,1.98645,0.91445,0.8926,79.045,2.09485,2.43925,0.7447,0.7269,64.375,0.8588,1.56005,1.52275,134.855,1.81655,1.77315,157.025,0.9761,86.44,88.56
2009-08-21,0.83485,0.683,1.4323,1.65075,1.08115,1.05825,94.38,1.22235,1.71565,1.9773,0.9026,0.88345,78.795,2.09705,2.4169,0.7384,0.7228,64.465,0.8677,1.5485,1.51575,135.18,1.7847,1.7469,155.8,0.97885,87.3,89.185
2009-08-28,0.84215,0.6842,1.4299,1.62695,1.09165,1.0597,93.645,1.23085,1.69795,1.9319,0.9193,0.8924,78.82,2.08985,2.3779,0.7469,0.72505,64.035,0.8789,1.56095,1.51525,133.825,1.77605,1.72405,152.355,0.9707,85.735,88.315
2009-09-04,0.85075,0.6873,1.4293,1.63935,1.08825,1.0605,93.015,1.2378,1.68005,1.92695,0.9258,0.9022,79.135,2.07955,2.38525,0.74795,0.72885,63.925,0.8719,1.55545,1.51575,132.945,1.784,1.7385,152.485,0.9745,85.47,87.705
2009-09-11,0.86365,0.7075,1.457,1.66635,1.07675,1.0384,90.72,1.2207,1.68705,1.92945,0.92995,0.8968,78.35,2.05935,2.35525,0.7618,0.73465,64.185,0.8744,1.5688,1.51295,132.18,1.79425,1.73035,151.17,0.9644,84.255,87.365
2009-09-18,0.86755,0.7092,1.471,1.6271,1.06905,1.03,91.29,1.2233,1.69555,1.87555,0.92745,0.8936,79.2,2.0742,2.29425,0.7582,0.73045,64.745,0.90405,1.5726,1.51515,134.29,1.73945,1.6759,148.535,0.9635,85.39,88.63
2009-09-25,0.86825,0.71925,1.46875,1.59545,1.09125,1.0277,89.65,1.2072,1.69165,1.83755,0.9475,0.8923,77.84,2.04205,2.2182,0.78485,0.73915,64.48,0.92055,1.60275,1.50945,131.675,1.74105,1.63965,143.035,0.94175,82.155,87.23
2009-10-02,0.86525,0.7159,1.4572,1.59405,1.07955,1.0355,89.805,1.2086,1.68415,1.8423,0.9341,0.896,77.705,2.0355,2.22665,0.77285,0.7413,64.29,0.91415,1.57345,1.50895,130.865,1.72085,1.65065,143.15,0.9592,83.185,86.725
2009-10-09,0.90385,0.734,1.473,1.58365,1.04255,1.0319,89.785,1.2314,1.6297,1.7521,0.9423,0.9327,81.15,2.0068,2.15755,0.7653,0.7574,65.9,0.93015,1.53585,1.51995,132.25,1.651,1.63415,142.185,0.9898,86.115,87.01
2009-10-16,0.91655,0.74125,1.4906,1.63565,1.03655,1.0184,90.89,1.23645,1.6263,1.78455,0.95005,0.9334,83.305,2.0109,2.2066,0.7685,0.7549,67.37,0.9113,1.54535,1.51805,135.48,1.6958,1.66575,148.665,0.9823,87.67,89.245
2009-10-23,0.92235,0.7545,1.5003,1.63075,1.05365,1.00875,92.065,1.2225,1.6266,1.76805,0.9718,0.9304,84.915,1.9885,2.1614,0.79495,0.7611,69.465,0.92,1.5808,1.51345,138.125,1.7182,1.64505,150.135,0.9574,87.375,91.265
2009-10-30,0.89935,0.7183,1.4718,1.64485,1.08465,1.0265,90.1,1.25205,1.6365,1.8283,0.9755,0.9232,81.03,2.049,2.2891,0.77915,0.73735,64.72,0.8951,1.59635,1.5108,132.61,1.78375,1.6878,148.145,0.9463,83.06,87.775
2009-11-06,0.9188,0.726,1.48485,1.6621,1.0743,1.01695,89.915,1.26555,1.616,1.80895,0.98725,0.9347,82.615,2.04525,2.2884,0.77995,0.73835,65.305,0.8934,1.59545,1.51005,133.52,1.78555,1.69025,149.465,0.94655,83.73,88.425
2009-11-13,0.9335,0.74415,1.4917,1.669,1.0505,1.01185,89.725,1.25425,1.59795,1.7882,0.9807,0.94455,83.755,2.0045,2.2438,0.7812,0.75255,66.78,0.89375,1.56735,1.50945,133.8,1.75315,1.6889,149.755,0.9634,85.41,88.63
2009-11-20,0.9156,0.7246,1.48615,1.6509,1.06985,1.0178,88.94,1.2633,1.6235,1.8033,0.97975,0.9317,81.415,2.0507,2.27805,0.7753,0.73715,64.445,0.90015,1.58995,1.5124,132.17,1.7657,1.6796,146.805,0.95135,83.125,87.375
2009-11-27,0.90695,0.7105,1.4967,1.64675,1.06205,1.0057,86.43,1.2753,1.65025,1.81705,0.96365,0.91215,78.42,2.1062,2.31545,0.75525,0.7138,61.445,0.9088,1.5908,1.50515,129.365,1.7499,1.6572,142.48,0.94665,81.355,85.97
2009-12-04,0.91585,0.7168,1.48505,1.645,1.0576,1.01655,90.44,1.27685,1.62205,1.79565,0.9685,0.9307,82.845,2.07085,2.29515,0.758,0.72875,64.835,0.9028,1.5702,1.5094,134.305,1.73975,1.672,148.775,0.96095,85.515,88.97
2009-12-11,0.9122,0.7257,1.46225,1.62505,1.06015,1.03455,89.06,1.25735,1.60305,1.78155,0.9671,0.94375,81.23,2.0153,2.24165,0.7691,0.7503,64.56,0.8998,1.5504,1.51275,130.23,1.7228,1.6811,144.73,0.97585,84.01,86.09
2009-12-18,0.89085,0.7118,1.43425,1.6144,1.06625,1.04195,90.315,1.25175,1.6108,1.8141,0.9494,0.9287,80.44,2.0156,2.27,0.7584,0.7411,64.265,0.8882,1.52945,1.4951,129.575,1.7222,1.68295,145.915,0.97715,84.74,86.69
2009-12-25,0.8849,0.7064,1.4397,1.5964,1.05005,1.03585,91.195,1.2527,1.62695,1.80405,0.92915,0.91665,80.7,2.0381,2.2599,0.74175,0.7317,64.42,0.90185,1.51175,1.4913,131.29,1.6763,1.6536,145.585,0.9865,86.845,88.035
2010-01-01,0.89725,0.726,1.4326,1.61705,1.05205,1.0348,93.025,1.2359,1.59665,1.8022,0.94395,0.9285,83.465,1.9733,2.22735,0.7638,0.75125,67.535,0.88595,1.50715,1.48245,133.265,1.7012,1.6733,150.425,0.9836,88.425,89.895
2010-01-08,0.9246,0.73675,1.44135,1.6028,1.03015,1.0234,92.635,1.25515,1.55905,1.73335,0.95245,0.94625,85.635,1.95725,2.1754,0.75895,0.754,68.245,0.89945,1.485,1.4751,133.53,1.65125,1.6402,148.5,0.9935,89.915,90.545
2010-01-15,0.9232,0.7383,1.4385,1.62635,1.02885,1.02655,90.79,1.2502,1.55845,1.7616,0.95035,0.94765,83.825,1.94785,2.20255,0.75985,0.758,67.03,0.88465,1.4809,1.47665,130.6,1.67405,1.6694,147.645,0.9972,88.225,88.425
2010-01-22,0.90085,0.71025,1.4138,1.611,1.05775,1.04155,89.91,1.26745,1.5693,1.78805,0.9534,0.93795,80.97,1.9903,2.26815,0.7514,0.7398,63.855,0.8779,1.4964,1.4726,127.12,1.7037,1.67745,144.775,0.98435,84.965,86.31
2010-01-29,0.88465,0.70115,1.38635,1.60035,1.0698,1.0606,90.315,1.26165,1.56735,1.8096,0.94635,0.9382,79.86,1.97765,2.28275,0.75005,0.74395,63.3,0.86645,1.48315,1.47055,125.17,1.71215,1.6971,144.49,0.9913,84.395,85.14
2010-02-05,0.86765,0.6876,1.36645,1.56355,1.06885,1.0733,89.34,1.26175,1.57435,1.8016,0.92835,0.93135,77.545,1.9867,2.27425,0.73585,0.73835,61.51,0.87385,1.4604,1.4664,122.09,1.6723,1.67835,139.765,1.00445,83.62,83.265
2010-02-12,0.8874,0.69655,1.36175,1.5689,1.05115,1.07655,90.025,1.27405,1.5351,1.7687,0.93255,0.9553,79.885,1.95535,2.25265,0.73225,0.7499,62.7,0.8678,1.4316,1.4662,122.605,1.6487,1.6894,141.23,1.02415,85.64,83.62
2010-02-19,0.89865,0.69925,1.36155,1.54735,1.0399,1.07565,91.605,1.2851,1.5153,1.7217,0.9346,0.9665,82.315,1.94745,2.21275,0.727,0.75195,64.05,0.87995,1.4156,1.4643,124.735,1.6086,1.66395,141.715,1.0344,88.1,85.155
2010-02-26,0.8951,0.6978,1.36265,1.525,1.05295,1.07365,88.87,1.28265,1.52235,1.70385,0.94275,0.96105,79.56,1.9522,2.1853,0.73475,0.7493,62.025,0.8934,1.43425,1.46305,121.1,1.605,1.63755,135.55,1.0199,84.4,82.765
2010-03-05,0.9072,0.69665,1.3622,1.51365,1.03015,1.0744,90.305,1.3022,1.50145,1.6685,0.9349,0.9747,81.945,1.9555,2.1729,0.7179,0.7483,62.925,0.9,1.40355,1.4632,123.005,1.55915,1.62615,136.72,1.0427,87.615,84.04
2010-03-12,0.9153,0.7013,1.37625,1.51845,1.01855,1.05825,90.47,1.30515,1.50365,1.65885,0.9323,0.9686,82.81,1.96235,2.16505,0.7142,0.7422,63.445,0.90615,1.4015,1.4565,124.505,1.5466,1.60715,137.375,1.039,88.825,85.49
2010-03-19,0.91545,0.7082,1.3534,1.50125,1.01735,1.0613,90.54,1.29265,1.4785,1.641,0.9313,0.97155,82.885,1.91105,2.11985,0.7205,0.7516,64.125,0.90155,1.3769,1.43635,122.54,1.52715,1.59325,135.925,1.0432,88.995,85.31
2010-03-26,0.90405,0.70325,1.3413,1.49025,1.02715,1.065,92.5,1.2855,1.48365,1.64845,0.9286,0.96285,83.625,1.907,2.1191,0.72235,0.749,65.055,0.90005,1.3777,1.42805,124.05,1.5307,1.58715,137.85,1.03685,90.055,86.855
2010-04-02,0.91945,0.7061,1.3504,1.5209,1.01135,1.0611,94.61,1.30215,1.4687,1.65415,0.9299,0.97565,86.99,1.9125,2.15395,0.7141,0.74925,66.8,0.8879,1.3657,1.4329,127.76,1.53815,1.61385,143.895,1.04915,93.545,89.16
2010-04-09,0.9331,0.71585,1.3499,1.53755,1.00285,1.06565,93.18,1.3035,1.4467,1.64775,0.93575,0.99435,86.945,1.8857,2.1479,0.71785,0.76285,66.705,0.87795,1.35375,1.43855,125.785,1.54195,1.6385,143.27,1.0626,92.915,87.44
2010-04-16,0.9245,0.70835,1.3499,1.53605,1.01255,1.0615,92.175,1.30515,1.46015,1.6615,0.93595,0.98135,85.215,1.9057,2.1685,0.7171,0.75195,65.29,0.87885,1.3668,1.43295,124.43,1.555,1.63055,141.585,1.04835,91.03,86.835
2010-04-23,0.9277,0.7173,1.3386,1.53795,0.99965,1.07285,93.93,1.29335,1.4429,1.65785,0.92735,0.9953,87.14,1.86615,2.14405,0.71705,0.76955,67.375,0.87035,1.3381,1.4361,125.735,1.5374,1.65,144.46,1.0732,93.965,87.555
2010-04-30,0.92465,0.7272,1.3298,1.52705,1.01755,1.0777,93.835,1.27155,1.4382,1.6515,0.9409,0.9965,86.765,1.82865,2.0999,0.73995,0.7837,68.235,0.87085,1.3531,1.43315,124.78,1.55385,1.6457,143.29,1.05915,92.215,87.07
2010-05-07,0.88815,0.71435,1.2762,1.48025,1.04265,1.1077,91.59,1.2433,1.4369,1.66665,0.926,0.9838,81.35,1.7865,2.07215,0.74485,0.7913,65.425,0.86215,1.3306,1.41365,116.885,1.5434,1.63965,135.575,1.06235,87.84,82.685
2010-05-14,0.8858,0.7075,1.2363,1.45395,1.03525,1.1336,92.485,1.252,1.3957,1.6414,0.91705,1.00415,81.92,1.74745,2.05505,0.73245,0.802,65.435,0.85035,1.2799,1.40145,114.34,1.5052,1.6482,134.47,1.095,89.335,81.585
2010-05-21,0.8325,0.6786,1.2573,1.44685,1.05925,1.1494,90.025,1.2268,1.51025,1.73795,0.88185,0.9569,74.95,1.8528,2.1321,0.7188,0.78,61.09,0.86895,1.3318,1.44515,113.19,1.5326,1.663,130.25,1.08515,84.99,78.32
2010-05-28,0.84755,0.6796,1.227,1.44655,1.05405,1.159,91.07,1.2471,1.4477,1.7067,0.8938,0.98235,77.19,1.8055,2.12855,0.71635,0.7877,61.89,0.84825,1.2933,1.4221,111.74,1.52475,1.67655,131.74,1.09955,86.4,78.58
2010-06-04,0.82335,0.67065,1.1976,1.44625,1.06255,1.1629,91.915,1.2277,1.45455,1.75655,0.87485,0.95745,75.68,1.78575,2.1565,0.7126,0.7799,61.645,0.82805,1.2725,1.3927,110.075,1.5367,1.68185,132.93,1.09445,86.505,79.04
2010-06-11,0.85035,0.69,1.2113,1.45445,1.03275,1.14925,91.645,1.23235,1.4245,1.7104,0.8782,0.97725,77.93,1.7555,2.1079,0.7126,0.793,63.235,0.83285,1.251,1.3921,111.01,1.5021,1.6715,133.29,1.1128,88.74,79.745
2010-06-18,0.8721,0.70685,1.2387,1.48285,1.02165,1.10845,90.7,1.23375,1.4204,1.7003,0.89095,0.9667,79.095,1.7524,2.0978,0.72215,0.7835,64.11,0.83535,1.2655,1.37305,112.35,1.51495,1.64365,134.495,1.085,88.78,81.825
2010-06-25,0.8749,0.71405,1.2377,1.50655,1.03565,1.093,89.225,1.22525,1.4147,1.722,0.9061,0.95625,78.06,1.73335,2.1099,0.7395,0.78045,63.71,0.82155,1.2818,1.3528,110.435,1.56025,1.64665,134.425,1.05535,86.155,81.635
2010-07-02,0.84165,0.68835,1.2563,1.52015,1.06275,1.0627,87.765,1.2227,1.49265,1.80615,0.89445,0.8944,73.865,1.8251,2.2084,0.73155,0.7315,60.41,0.82645,1.3351,1.33505,110.26,1.6155,1.61545,133.42,0.99995,82.585,82.585
2010-07-09,0.87755,0.71145,1.2637,1.50645,1.03315,1.0577,88.61,1.2335,1.44005,1.71665,0.90665,0.92815,77.76,1.7762,2.1174,0.73505,0.7525,63.045,0.83885,1.3056,1.33665,111.975,1.5564,1.5934,133.485,1.02375,85.77,83.775
2010-07-16,0.869,0.71065,1.2933,1.52905,1.05775,1.0505,86.615,1.2228,1.4883,1.75955,0.91915,0.9129,75.27,1.81985,2.1516,0.7517,0.7465,61.55,0.84585,1.368,1.3586,112.02,1.61735,1.60625,132.44,0.99315,81.885,82.45
2010-07-23,0.8956,0.72735,1.2907,1.54365,1.03615,1.0546,87.465,1.2313,1.4412,1.7236,0.92795,0.9445,78.33,1.77455,2.1223,0.75365,0.76705,63.62,0.83615,1.3374,1.36115,112.89,1.59945,1.62795,135.015,1.01785,84.415,82.94
2010-07-30,0.90415,0.726,1.3048,1.56845,1.02975,1.0417,86.47,1.2454,1.44315,1.73475,0.93105,0.94185,78.18,1.79725,2.1604,0.7476,0.7563,62.775,0.8319,1.3436,1.3592,112.825,1.6151,1.63385,135.625,1.0116,83.97,83.01
2010-08-06,0.91825,0.73335,1.3285,1.59475,1.02765,1.039,85.51,1.25215,1.4468,1.73675,0.9436,0.95405,78.52,1.81155,2.1746,0.75365,0.76195,62.705,0.83305,1.3652,1.3803,113.6,1.6388,1.65695,136.365,1.01105,83.21,82.305
2010-08-13,0.8929,0.70585,1.27525,1.55985,1.04245,1.05095,86.195,1.265,1.4283,1.74695,0.9308,0.9384,76.965,1.80675,2.20985,0.7358,0.74185,60.84,0.81755,1.3294,1.34025,109.925,1.6261,1.63935,134.45,1.00815,82.685,82.015
2010-08-20,0.89415,0.70665,1.2708,1.55335,1.04775,1.0342,85.62,1.26535,1.42125,1.73725,0.9368,0.92475,76.56,1.79835,2.1982,0.7404,0.73085,60.5,0.8181,1.3315,1.3143,108.805,1.6275,1.6065,132.995,0.98705,81.72,82.785
2010-08-27,0.89905,0.7108,1.2765,1.55225,1.05125,1.02805,85.215,1.26485,1.41985,1.72655,0.9451,0.92425,76.615,1.79585,2.1838,0.74725,0.73075,60.57,0.82235,1.3419,1.3123,108.775,1.6318,1.59575,132.275,0.97795,81.065,82.89
2010-09-03,0.9166,0.7211,1.2896,1.54475,1.03885,1.0168,84.31,1.2711,1.40695,1.6853,0.95225,0.932,77.28,1.78835,2.1422,0.7491,0.7332,60.795,0.83485,1.3397,1.31125,108.73,1.6048,1.5707,130.24,0.9788,81.16,82.92
2010-09-10,0.9266,0.7285,1.268,1.53505,1.03715,1.01955,84.17,1.27195,1.36845,1.65665,0.96105,0.94475,77.995,1.74055,2.1071,0.75555,0.74275,61.32,0.82605,1.3151,1.2928,106.73,1.5921,1.56505,129.205,0.983,81.155,82.56
2010-09-17,0.93625,0.72595,1.3048,1.56285,1.03355,1.01,85.855,1.2897,1.39365,1.6693,0.9677,0.9456,80.385,1.79735,2.1528,0.7503,0.7332,62.325,0.8349,1.3486,1.31785,112.025,1.6153,1.57845,134.175,0.9772,83.065,85.005
2010-09-24,0.95905,0.734,1.3491,1.58215,1.02435,0.9831,84.205,1.3066,1.4067,1.6497,0.9824,0.94285,80.755,1.83805,2.1555,0.7519,0.7216,61.805,0.8527,1.38195,1.3263,113.6,1.6207,1.5554,133.225,0.95975,82.205,85.65
2010-10-01,0.97185,0.7445,1.3792,1.58175,1.02015,0.9737,83.215,1.30535,1.41915,1.62755,0.9914,0.9463,80.875,1.85255,2.1246,0.7595,0.7249,61.955,0.87195,1.407,1.3429,114.77,1.6136,1.54015,131.625,0.95445,81.57,85.46
2010-10-08,0.98495,0.7559,1.3943,1.59655,1.01085,0.9626,81.925,1.30305,1.4156,1.6209,0.9956,0.94815,80.695,1.84455,2.1121,0.7641,0.7276,61.93,0.8733,1.4094,1.34215,114.23,1.6139,1.53685,130.8,0.95225,81.045,85.11
2010-10-15,0.99075,0.75575,1.3979,1.59925,1.00995,0.9591,81.455,1.31095,1.41095,1.61415,1.0006,0.95025,80.705,1.84965,2.1161,0.76325,0.7248,61.56,0.8741,1.4118,1.3407,113.87,1.6152,1.53385,130.27,0.94965,80.655,84.93
2010-10-22,0.98275,0.74665,1.3952,1.56855,1.02595,0.977,81.37,1.3162,1.4197,1.59605,1.00825,0.96015,79.97,1.8686,2.10075,0.76605,0.7295,60.755,0.8895,1.4314,1.3631,113.53,1.60925,1.53245,127.63,0.9523,79.31,83.285
2010-10-29,0.98365,0.76645,1.395,1.60405,1.01885,0.9822,80.395,1.28335,1.4182,1.6307,1.0022,0.96615,79.085,1.8201,2.09285,0.7809,0.7528,61.62,0.8697,1.4213,1.37015,112.15,1.6343,1.5755,128.96,0.96405,78.905,81.85
2010-11-05,1.01625,0.797,1.4034,1.61795,1.00045,0.9616,81.27,1.27505,1.38095,1.59205,1.0167,0.97725,82.59,1.76085,2.03005,0.79735,0.7664,64.77,0.8674,1.404,1.3495,114.055,1.6187,1.55585,131.49,0.96115,81.235,84.515
2010-11-12,0.98665,0.77445,1.36935,1.61355,1.00915,0.9808,82.51,1.27375,1.388,1.6352,0.99575,0.9679,81.42,1.7679,2.08305,0.78135,0.7597,63.915,0.84865,1.3819,1.343,112.985,1.6283,1.58245,133.135,0.97205,81.765,84.13
2010-11-19,0.98645,0.7787,1.36865,1.5986,1.01795,0.99115,83.465,1.2668,1.38725,1.6206,1.0042,0.97765,82.335,1.75755,2.053,0.7927,0.7718,64.985,0.8561,1.3928,1.3565,114.23,1.62735,1.5845,133.41,0.9737,81.985,84.215
2010-11-26,0.96465,0.7503,1.3243,1.55935,1.02035,1.00285,84.115,1.2857,1.3727,1.6165,0.9843,0.9674,81.145,1.76485,2.0783,0.76555,0.75245,63.115,0.8492,1.3511,1.32805,111.38,1.5911,1.5638,131.165,0.98285,82.435,83.875
2010-12-03,0.9926,0.7674,1.34145,1.57785,1.0038,0.97525,82.64,1.2961,1.35135,1.5895,0.9967,0.968,82.03,1.75145,2.06025,0.769,0.74685,63.29,0.8502,1.3466,1.30815,110.85,1.58425,1.53865,130.385,0.9713,82.32,84.735
2010-12-10,0.98555,0.7486,1.3234,1.58175,1.0098,0.98025,83.935,1.3173,1.3428,1.6049,0.99535,0.9661,82.715,1.7689,2.1142,0.75565,0.73335,62.795,0.8367,1.33635,1.2973,111.07,1.5974,1.5505,132.755,0.97075,83.105,85.625
2010-12-17,0.98885,0.73685,1.31825,1.55355,1.0134,0.97005,83.975,1.34155,1.33395,1.57135,1.0014,0.95915,82.95,1.7897,2.1081,0.7464,0.7149,61.835,0.849,1.3355,1.2795,110.67,1.57345,1.50715,130.36,0.95785,82.85,86.505
2010-12-24,1.0048,0.74905,1.3118,1.54435,1.00785,0.9629,82.885,1.34135,1.3057,1.53695,1.01275,0.96735,83.27,1.7514,2.0616,0.755,0.72115,62.08,0.84955,1.3223,1.26305,108.73,1.5565,1.4867,127.99,0.95515,82.225,86.085
2010-12-31,1.02175,0.7795,1.33795,1.56015,0.997,0.934,81.175,1.3127,1.30745,1.5247,1.021,0.95575,83.105,1.7163,2.00195,0.77755,0.72805,63.295,0.8575,1.3345,1.24955,108.65,1.55625,1.4572,126.705,0.93605,81.39,86.955
2011-01-07,0.9965,0.7608,1.2919,1.55585,0.99135,0.9672,83.04,1.3104,1.2952,1.56055,0.9895,0.96405,82.81,1.6971,2.04465,0.7551,0.7357,63.19,0.82995,1.28165,1.24865,107.245,1.5442,1.50445,129.225,0.97425,83.68,85.895
2011-01-14,0.98955,0.7664,1.33765,1.58625,0.98955,0.9642,82.95,1.29065,1.35225,1.60355,0.9789,0.95405,82.085,1.7453,2.06985,0.75845,0.7391,63.6,0.8432,1.32375,1.29,111.0,1.5699,1.5299,131.64,0.97445,83.85,86.05
2011-01-21,0.98925,0.7581,1.3618,1.60025,0.994,0.95885,82.59,1.3057,1.37595,1.61705,0.984,0.94885,81.74,1.7966,2.11125,0.7536,0.7267,62.6,0.8509,1.3539,1.3056,112.475,1.59105,1.5343,132.18,0.96435,83.075,86.145
2011-01-28,0.99345,0.7728,1.36135,1.58625,1.0003,0.9421,82.125,1.2854,1.37065,1.59685,0.9944,0.936,81.565,1.76175,2.0526,0.7736,0.7282,63.455,0.85835,1.36265,1.28285,111.795,1.5879,1.49465,130.245,0.94125,82.025,87.14
2011-02-04,1.0134,0.7691,1.3586,1.61015,0.98785,0.95555,82.18,1.3178,1.3407,1.589,1.00095,0.9676,83.29,1.7667,2.09395,0.7595,0.73425,63.205,0.84375,1.34205,1.29725,111.665,1.59055,1.5375,132.345,0.96675,83.21,86.08
2011-02-11,1.00245,0.7606,1.3549,1.60055,0.98725,0.9733,83.44,1.31845,1.35095,1.59625,0.9911,0.97565,83.665,1.7812,2.10455,0.75165,0.74005,63.455,0.8463,1.3388,1.31815,113.03,1.58195,1.5574,133.555,0.9845,84.425,85.75
2011-02-18,1.01465,0.7618,1.36965,1.62435,0.9862,0.9464,83.06,1.33165,1.3503,1.6011,1.0008,0.95895,84.29,1.79815,2.1321,0.75155,0.7201,63.295,0.84335,1.3514,1.2949,113.815,1.6024,1.5354,134.955,0.95815,84.22,87.895
