Date,AUD=,NZD=,EUR=,GBP=,CAD=,CHF=,JPY=,AUDNZD=R,EURAUD=R,GBPAUD=R,AUDCAD=R,AUDCHF=R,AUDJPY=R,EURNZD=R,GBPNZD=R,NZDCAD=R,NZDCHF=R,NZDJPY=R,EURGBP=R,EURCAD=R,EURCHF=R,EURJPY=R,GBPCAD=R,GBPCHF=R,GBPJPY=R,CADCHF=R,CADJPY=R,CHFJPY=R
2001-08-03,0.51685,0.4181,0.8844,1.4295,1.5291,1.7069,123.68,1.2362,1.7111,2.7658,0.79035,0.8822,63.92,2.1153,3.41905,0.6393,0.71365,51.71,0.61865,1.35235,1.5096,109.38,2.18585,2.44,176.8,1.11625,80.88,72.455
2001-08-10,0.51305,0.42555,0.89335,1.4233,1.5393,1.6945,122.02,1.2056,1.74125,2.7742,0.78975,0.86935,62.6,2.0993,3.34465,0.65505,0.7211,51.925,0.6277,1.37515,1.5138,109.005,2.1909,2.4118,173.67,1.10085,79.27,72.005
2001-08-17,0.53575,0.43925,0.91815,1.44545,1.5429,1.6567,120.26,1.2197,1.7134,2.698,0.82665,0.888,64.43,2.0898,3.29075,0.6777,0.7281,52.825,0.63505,1.4163,1.5215,110.395,2.2302,2.39585,173.83,1.07425,77.94,72.555
2001-08-24,0.53445,0.44115,0.91505,1.4431,1.5392,1.6648,120.04,1.2115,1.71215,2.70015,0.82265,0.88975,64.16,2.07425,3.27125,0.67905,0.7344,52.955,0.6341,1.40845,1.52335,109.845,2.2212,2.4025,173.23,1.0816,77.99,72.105
2001-08-31,0.52945,0.43965,0.91245,1.4539,1.5512,1.6615,118.775,1.20425,1.7234,2.74605,0.82125,0.8797,62.89,2.0754,3.30695,0.68195,0.7305,52.22,0.62755,1.41535,1.5163,108.375,2.25525,2.4161,172.69,1.0711,76.57,71.485
2001-09-07,0.51935,0.43465,0.9074,1.46105,1.5655,1.6731,120.05,1.19485,1.74715,2.8144,0.81305,0.86895,62.35,2.08765,3.3628,0.68045,0.7272,52.18,0.62105,1.42055,1.5182,108.93,2.2882,2.4445,175.4,1.06875,76.68,71.755
2001-09-14,0.51495,0.42385,0.9208,1.4723,1.5643,1.6222,117.38,1.2149,1.78815,2.8591,0.80555,0.83535,60.44,2.17245,3.47365,0.66305,0.6876,49.755,0.62545,1.4404,1.4937,108.08,2.3031,2.38835,172.82,1.037,75.04,72.355
2001-09-21,0.4847,0.4022,0.9149,1.457,1.5715,1.5792,116.6,1.20515,1.88755,3.006,0.7616,0.76545,56.52,2.27475,3.62255,0.63205,0.63515,46.9,0.62795,1.43775,1.4448,106.68,2.2897,2.3009,169.89,1.005,74.2,73.835
2001-09-28,0.49125,0.40645,0.91165,1.4745,1.5794,1.6201,119.555,1.20865,1.85575,3.00155,0.77585,0.7959,58.73,2.24295,3.62775,0.64195,0.65845,48.595,0.61825,1.43985,1.477,108.995,2.32885,2.38885,176.28,1.02575,75.7,73.795
2001-10-05,0.50695,0.4145,0.91855,1.4844,1.5621,1.6165,120.53,1.22305,1.8119,2.9281,0.7919,0.81945,61.1,2.21605,3.58115,0.6475,0.67005,49.96,0.6187,1.43485,1.48485,110.715,2.3188,2.39955,178.91,1.0348,77.16,74.565
2001-10-12,0.50575,0.41535,0.91155,1.453,1.563,1.62585,121.135,1.21765,1.8024,2.873,0.79045,0.82225,61.26,2.19465,3.49825,0.64915,0.6753,50.315,0.62735,1.42475,1.48205,110.42,2.27105,2.36235,176.01,1.0402,77.5,74.505
2001-10-19,0.50915,0.4168,0.89915,1.4333,1.5748,1.6425,121.225,1.22155,1.76595,2.8151,0.80185,0.83625,61.72,2.15725,3.43885,0.65635,0.6846,50.53,0.6277,1.41595,1.47685,109.0,2.25715,2.35285,173.65,1.04295,76.98,73.805
2001-10-26,0.50265,0.41255,0.89325,1.4367,1.5765,1.6512,122.7,1.2184,1.7771,2.85825,0.79245,0.82995,61.68,2.1652,3.4825,0.6505,0.6812,50.62,0.62185,1.4082,1.47495,109.605,2.26535,2.3723,176.28,1.0474,77.83,74.305
2001-11-02,0.50845,0.4155,0.90235,1.4622,1.5916,1.6311,121.7,1.2237,1.7746,2.8758,0.8093,0.82925,61.88,2.1716,3.51915,0.6613,0.6778,50.57,0.6171,1.4361,1.4719,109.815,2.32725,2.3853,177.95,1.02475,76.46,74.615
2001-11-09,0.51425,0.41915,0.89425,1.4564,1.6032,1.6383,120.39,1.2269,1.73895,2.83245,0.82445,0.84255,61.9,2.1335,3.4751,0.6721,0.6869,50.455,0.61395,1.43375,1.4652,107.64,2.33565,2.38635,175.35,1.022,75.08,73.465
2001-11-16,0.52245,0.4155,0.8842,1.4272,1.5893,1.657,122.93,1.2574,1.6923,2.73175,0.83045,0.86575,64.22,2.12795,3.4349,0.6603,0.6884,51.075,0.6195,1.40535,1.46505,108.68,2.2681,2.36455,175.45,1.0425,77.34,74.185
2001-11-23,0.5178,0.4103,0.8781,1.4103,1.5993,1.6667,124.29,1.26205,1.69575,2.72365,0.82815,0.863,64.37,2.14,3.43725,0.65635,0.6838,50.995,0.62255,1.40435,1.4634,109.14,2.2556,2.35075,175.29,1.04215,77.73,74.585
2001-11-30,0.52185,0.4169,0.89655,1.4242,1.5732,1.6415,123.415,1.2517,1.718,2.72895,0.82095,0.8566,64.4,2.1505,3.41595,0.6559,0.68435,51.455,0.6295,1.4105,1.4715,110.64,2.24055,2.33765,175.76,1.04345,78.45,75.185
2001-12-07,0.51405,0.41415,0.8896,1.4334,1.5756,1.6592,125.54,1.24125,1.7303,2.78845,0.80995,0.853,64.54,2.1478,3.46105,0.65255,0.6872,51.99,0.62055,1.4019,1.47595,111.665,2.2582,2.3783,179.96,1.053,79.68,75.625
2001-12-14,0.51945,0.41785,0.9028,1.4532,1.5614,1.6309,127.36,1.24315,1.7382,2.7975,0.81105,0.84715,66.17,2.1608,3.4784,0.6524,0.6815,53.225,0.6212,1.40975,1.4723,114.985,2.26925,2.37025,185.14,1.0445,81.58,78.105
2001-12-21,0.50775,0.4164,0.888,1.43795,1.5852,1.6537,129.51,1.2194,1.74905,2.832,0.80485,0.83965,65.77,2.1328,3.4533,0.66005,0.6887,53.925,0.6177,1.4078,1.46865,115.02,2.27945,2.37795,186.17,1.0432,81.71,78.325
2001-12-28,0.51175,0.41535,0.8836,1.4501,1.5907,1.6756,131.11,1.2321,1.72645,2.83305,0.81405,0.8574,67.09,2.1276,3.49125,0.6607,0.69595,54.46,0.60935,1.40605,1.48065,115.86,2.3064,2.4301,190.19,1.0534,82.41,78.245
2002-01-04,0.52035,0.4297,0.89495,1.4459,1.5949,1.6519,130.92,1.211,1.7202,2.7781,0.82995,0.85955,68.13,2.0831,3.3642,0.68555,0.7098,56.25,0.619,1.4278,1.4786,117.185,2.30635,2.388,189.28,1.0355,82.1,79.265
2002-01-11,0.52025,0.4238,0.89265,1.44905,1.5967,1.6561,132.08,1.22755,1.7154,2.7842,0.83075,0.86065,68.73,2.10585,3.4192,0.6766,0.7009,55.98,0.61615,1.42505,1.47785,117.91,2.31365,2.3966,191.38,1.03595,82.73,79.855
2002-01-18,0.5145,0.42335,0.8843,1.43735,1.6145,1.6624,132.55,1.2153,1.71805,2.7937,0.83075,0.8553,68.19,2.088,3.3952,0.6835,0.70365,56.11,0.61525,1.4277,1.4696,117.19,2.32045,2.38885,190.53,1.0296,82.08,79.725
2002-01-25,0.51635,0.4243,0.8661,1.4096,1.6104,1.7033,134.37,1.21695,1.677,2.7301,0.83155,0.87955,69.38,2.0408,3.32245,0.68325,0.72275,57.01,0.61435,1.39445,1.4751,116.365,2.26985,2.4008,189.41,1.0578,83.43,78.875
2002-02-01,0.50925,0.41785,0.86215,1.41765,1.5904,1.71425,133.075,1.21875,1.6934,2.7838,0.80995,0.87295,67.81,2.0638,3.39275,0.66455,0.71655,55.635,0.6083,1.37155,1.47825,114.79,2.2546,2.4299,188.77,1.078,83.72,77.675
2002-02-08,0.51055,0.41815,0.87345,1.4153,1.598,1.6887,134.645,1.221,1.7106,2.77215,0.81585,0.86245,68.73,2.0886,3.38465,0.6682,0.7063,56.305,0.61725,1.3956,1.4753,117.62,2.26165,2.39045,190.57,1.05715,84.26,79.705
2002-02-15,0.51775,0.4228,0.8734,1.43145,1.5896,1.6972,132.61,1.22485,1.6869,2.76475,0.82315,0.8787,68.67,2.06575,3.38555,0.6721,0.71755,56.065,0.61025,1.38825,1.48235,115.82,2.2753,2.4291,189.83,1.06775,83.43,78.135
2002-02-22,0.51245,0.41805,0.87565,1.4326,1.596,1.6902,134.01,1.2258,1.70845,2.79615,0.81795,0.8663,68.67,2.09425,3.42685,0.66725,0.70635,56.025,0.61115,1.3973,1.4798,117.345,2.28655,2.4205,191.98,1.0587,83.97,79.275
2002-03-01,0.51975,0.42435,0.8649,1.41805,1.592,1.7078,133.4,1.2248,1.66435,2.7273,0.82755,0.88795,69.34,2.03855,3.3417,0.67565,0.72495,56.595,0.6099,1.37715,1.47785,115.295,2.2581,2.42265,189.21,1.073,83.8,78.095
2002-03-08,0.52305,0.4309,0.8739,1.4211,1.5866,1.6868,128.52,1.2141,1.6708,2.71645,0.83005,0.8823,67.26,2.02805,3.29795,0.68365,0.72685,55.375,0.61495,1.38665,1.4739,112.33,2.2546,2.3967,182.67,1.0632,81.03,76.205
2002-03-15,0.52555,0.437,0.88245,1.42455,1.5839,1.6573,129.185,1.20265,1.6791,2.7104,0.83245,0.8709,67.89,2.01935,3.2596,0.6922,0.72425,56.455,0.6195,1.39775,1.46245,114.005,2.25625,2.36055,184.03,1.04615,81.56,77.955
2002-03-22,0.53075,0.4381,0.87705,1.42545,1.5777,1.6667,132.86,1.2115,1.65235,2.68575,0.83735,0.88445,70.49,2.0018,3.25375,0.69115,0.73005,58.185,0.6153,1.38365,1.4617,116.48,2.24905,2.37535,189.3,1.05645,84.17,79.695
2002-03-29,0.53355,0.4409,0.87175,1.4258,1.5955,1.6822,132.78,1.21015,1.63385,2.6723,0.85125,0.89755,70.84,1.9772,3.23385,0.70345,0.74165,58.545,0.61145,1.39085,1.4663,115.75,2.27485,2.3985,189.32,1.0543,83.22,78.935
2002-04-05,0.53035,0.43765,0.87895,1.4329,1.5896,1.6665,131.69,1.21185,1.65745,2.7023,0.84305,0.88365,69.83,2.0081,3.27405,0.69575,0.7293,57.63,0.6135,1.39705,1.465,115.72,2.27785,2.3879,188.71,1.04835,82.83,79.005
2002-04-12,0.53435,0.4421,0.8802,1.43735,1.5854,1.6667,131.96,1.20815,1.64655,2.6899,0.84715,0.8906,70.51,1.99015,3.2512,0.70095,0.73685,58.34,0.61215,1.39495,1.46645,116.105,2.2788,2.39565,189.67,1.05125,83.23,79.175
2002-04-19,0.54045,0.44795,0.89225,1.4475,1.572,1.644,130.34,1.2065,1.65095,2.67835,0.84955,0.8885,70.44,1.99185,3.23135,0.7042,0.7364,58.385,0.6164,1.40265,1.46685,116.3,2.27545,2.37965,188.67,1.0458,82.91,79.285
2002-04-26,0.54395,0.45095,0.90175,1.4585,1.5623,1.6256,127.83,1.2062,1.6576,2.6813,0.84985,0.88425,69.53,1.99945,3.23425,0.7045,0.7331,57.645,0.6182,1.40865,1.46585,115.27,2.27865,2.37095,186.44,1.0405,81.82,78.635
2002-05-03,0.53975,0.44905,0.9173,1.469,1.5661,1.586,127.02,1.202,1.6989,2.7216,0.8453,0.85605,68.52,2.0421,3.27135,0.70325,0.7122,57.04,0.6242,1.43615,1.4548,116.4,2.3006,2.32985,186.59,1.0127,81.05,80.035
2002-05-10,0.54445,0.4535,0.91395,1.46385,1.5583,1.5911,127.63,1.20055,1.67865,2.6887,0.84845,0.86625,69.49,2.01535,3.2279,0.7069,0.72155,57.88,0.62435,1.42465,1.4542,116.65,2.28185,2.32915,186.83,1.02105,81.9,80.215
2002-05-17,0.55275,0.4645,0.9205,1.45755,1.5439,1.5803,125.98,1.19,1.6655,2.63695,0.8534,0.87355,69.64,1.98195,3.1379,0.71715,0.73405,58.52,0.6316,1.42115,1.4547,115.965,2.2503,2.30335,183.62,1.0236,81.6,79.715
2002-05-24,0.55675,0.4708,0.9203,1.458,1.5325,1.5834,124.75,1.18255,1.65295,2.6188,0.85325,0.88155,69.45,1.95475,3.09685,0.7215,0.74545,58.73,0.6312,1.41035,1.4572,114.81,2.23435,2.3086,181.89,1.0332,81.4,78.785
2002-05-31,0.56735,0.48065,0.9339,1.45405,1.533,1.5697,124.13,1.1804,1.6464,2.5629,0.86975,0.89055,70.43,1.94345,3.0252,0.73685,0.7545,59.665,0.64245,1.43195,1.46625,115.95,2.22905,2.28245,180.49,1.02395,80.97,79.075
2002-06-07,0.57145,0.4881,0.9438,1.45965,1.5321,1.5585,124.36,1.17075,1.6507,2.55425,0.87555,0.8906,71.07,1.9326,2.99045,0.7478,0.7607,60.7,0.64625,1.44525,1.47015,117.37,2.23635,2.27485,181.52,1.0172,81.17,79.795
2002-06-14,0.56035,0.4839,0.9461,1.4771,1.5468,1.56,124.11,1.158,1.6885,2.636,0.86675,0.87415,69.55,1.95525,3.05245,0.7485,0.7549,60.055,0.64055,1.4635,1.4761,117.43,2.28475,2.30425,183.32,1.0085,80.24,79.555
2002-06-21,0.57435,0.4984,0.97075,1.49725,1.5204,1.5111,121.115,1.15285,1.6901,2.60685,0.87325,0.8679,69.57,1.94765,3.0041,0.7578,0.75315,60.365,0.64835,1.47585,1.46685,117.545,2.2764,2.2625,181.34,0.9939,79.66,80.155
2002-06-28,0.56355,0.4871,0.99175,1.53355,1.5188,1.4811,119.595,1.15695,1.7594,2.72125,0.85595,0.8347,67.39,2.0355,3.1483,0.73985,0.72145,58.25,0.6467,1.50585,1.4685,118.575,2.32915,2.27135,183.4,0.97515,78.73,80.735
2002-07-05,0.55775,0.4857,0.9723,1.5223,1.5224,1.5063,120.37,1.1483,1.74325,2.72935,0.84915,0.84015,67.14,2.00185,3.13425,0.7394,0.7316,58.465,0.63875,1.48025,1.46455,117.035,2.31755,2.293,183.24,0.9894,79.07,79.915
2002-07-12,0.55975,0.48485,0.99115,1.5536,1.5336,1.4826,116.875,1.15445,1.76955,2.77555,0.85845,0.82985,65.41,2.0429,3.20425,0.74355,0.71885,56.665,0.63755,1.51995,1.4694,115.835,2.3826,2.3034,181.58,0.96675,76.2,78.825
2002-07-19,0.557,0.48825,1.01155,1.5769,1.5435,1.4423,115.89,1.1408,1.816,2.83105,0.85975,0.80335,64.53,2.0717,3.2297,0.7536,0.7042,56.57,0.6416,1.56125,1.4589,117.245,2.43395,2.27435,182.69,0.9344,75.06,80.325
2002-07-26,0.53615,0.46275,0.9859,1.5658,1.587,1.4657,118.8,1.1586,1.8396,2.92045,0.85085,0.78585,63.69,2.1314,3.3837,0.7339,0.67825,54.975,0.6299,1.56525,1.4456,117.125,2.48335,2.29495,186.02,0.92355,74.86,81.055
2002-08-02,0.53895,0.464,0.9871,1.5698,1.5847,1.46765,118.815,1.1615,1.8319,2.9127,0.85405,0.791,64.06,2.1278,3.3832,0.7353,0.68095,55.13,0.62895,1.5646,1.4487,117.285,2.48765,2.3039,186.52,0.92615,75.01,80.995
2002-08-09,0.53585,0.45815,0.9699,1.5245,1.5723,1.5029,120.15,1.1696,1.8104,2.84505,0.84255,0.80535,64.38,2.1174,3.3275,0.72035,0.68855,55.045,0.63635,1.5253,1.45765,116.53,2.39695,2.2912,183.17,0.95585,76.42,79.945
2002-08-16,0.54595,0.4679,0.9844,1.539,1.5592,1.48865,117.61,1.1668,1.8031,2.8189,0.85125,0.8127,64.21,2.1039,3.2892,0.72955,0.69655,55.03,0.63965,1.53485,1.4654,115.775,2.39965,2.29105,181.0,0.95475,75.43,79.005
2002-08-23,0.54315,0.4661,0.9725,1.5206,1.5563,1.513,119.64,1.1653,1.79045,2.7996,0.84535,0.82175,64.98,2.08645,3.2624,0.7254,0.70525,55.765,0.63955,1.5135,1.47135,116.35,2.3665,2.3007,181.92,0.9722,76.87,79.075
2002-08-30,0.55085,0.4692,0.98205,1.5499,1.5587,1.499,118.465,1.174,1.7828,2.81365,0.85865,0.8257,65.23,2.09305,3.3033,0.73145,0.70335,55.58,0.63365,1.5309,1.4721,116.325,2.41615,2.3233,183.59,0.9617,75.98,79.005
2002-09-06,0.54775,0.4703,0.9811,1.5601,1.5588,1.4846,118.535,1.1647,1.79185,2.8482,0.85385,0.8132,64.94,2.08695,3.31725,0.7331,0.6982,55.75,0.62885,1.52935,1.45655,116.295,2.43185,2.3161,184.93,0.9524,76.06,79.855
2002-09-13,0.55015,0.47415,0.9713,1.5509,1.5799,1.5097,121.66,1.1603,1.76545,2.81905,0.86915,0.83055,66.93,2.0484,3.27095,0.7491,0.71585,57.685,0.62645,1.5345,1.4663,118.17,2.45025,2.3414,188.68,0.95555,77.0,80.585
2002-09-20,0.54595,0.4705,0.98235,1.5546,1.5725,1.4925,123.365,1.16015,1.79935,2.84755,0.85835,0.81465,67.35,2.0879,3.30415,0.73985,0.70225,58.04,0.6319,1.54475,1.46615,121.185,2.4446,2.32025,191.78,0.94915,78.45,82.655
2002-09-27,0.54345,0.4706,0.98085,1.5608,1.5788,1.4951,122.495,1.1548,1.8041,2.872,0.858,0.8125,66.57,2.0834,3.31665,0.743,0.7036,57.645,0.6282,1.54795,1.4659,120.135,2.46415,2.33355,191.19,0.947,77.59,81.935
2002-10-04,0.54675,0.4787,0.9794,1.5656,1.5928,1.491,123.25,1.14215,1.7913,2.86345,0.87085,0.8152,67.38,2.04595,3.27055,0.76245,0.71375,59.0,0.6255,1.56,1.46025,120.71,2.4937,2.3343,192.96,0.9361,77.37,82.645
2002-10-11,0.5489,0.4814,0.9876,1.5617,1.5865,1.4821,124.07,1.1402,1.79925,2.84515,0.87085,0.8135,68.1,2.05155,3.24405,0.76375,0.71345,59.725,0.6324,1.5668,1.46375,122.53,2.47765,2.3146,193.76,0.9342,78.2,83.715
2002-10-18,0.55005,0.4814,0.97195,1.5459,1.5735,1.5123,125.51,1.1426,1.76685,2.8105,0.8655,0.83185,69.05,2.0188,3.21125,0.7575,0.728,60.4,0.6287,1.5292,1.4697,121.945,2.43245,2.33785,193.97,0.9611,79.77,83.005
2002-10-25,0.55555,0.487,0.97585,1.55075,1.5688,1.5028,124.365,1.14075,1.75655,2.7914,0.87155,0.83485,69.06,2.0038,3.1843,0.764,0.7319,60.565,0.6293,1.5309,1.4665,121.315,2.43285,2.33045,192.84,0.95795,79.24,82.725
2002-11-01,0.55905,0.4917,0.99685,1.5638,1.5583,1.4661,122.16,1.13695,1.78315,2.7975,0.87115,0.81965,68.31,2.02735,3.1807,0.76625,0.72085,60.06,0.63745,1.5534,1.4614,121.755,2.4371,2.2927,191.03,0.94085,78.38,83.305
2002-11-08,0.56475,0.49635,1.01295,1.5916,1.5646,1.4434,119.785,1.1378,1.7937,2.81975,0.8836,0.81515,67.67,2.0408,3.2066,0.77665,0.7163,59.455,0.63645,1.58495,1.462,121.335,2.49125,2.29755,190.65,0.92255,76.58,83.005
2002-11-15,0.56365,0.5002,1.0095,1.58015,1.5842,1.45175,120.495,1.12685,1.79085,2.8036,0.89295,0.8182,67.9,2.018,3.15925,0.79255,0.7262,60.265,0.63875,1.5993,1.4654,121.63,2.50345,2.2942,190.4,0.9163,76.04,82.995
2002-11-22,0.56375,0.5038,0.997,1.58015,1.5782,1.4768,122.835,1.119,1.76835,2.80165,0.8897,0.8328,69.25,1.97945,3.1362,0.7951,0.74415,61.885,0.63115,1.57385,1.473,122.485,2.49335,2.33305,194.09,0.936,77.82,83.155
2002-11-29,0.56065,0.4981,0.99455,1.5571,1.5649,1.483,122.55,1.1256,1.77395,2.7773,0.87735,0.8312,68.71,1.9967,3.1261,0.7795,0.73875,61.02,0.63875,1.5564,1.475,121.85,2.4367,2.3093,190.77,0.9477,78.32,82.645
2002-12-06,0.56105,0.50255,1.0099,1.57645,1.565,1.4572,123.52,1.11775,1.80005,2.8077,0.8781,0.81765,69.31,2.012,3.13805,0.7862,0.73235,62.075,0.6407,1.58065,1.47175,124.75,2.46705,2.2973,194.7,0.9312,78.93,84.765
2002-12-13,0.56585,0.514,1.02335,1.5894,1.5603,1.4435,120.475,1.10085,1.80835,2.81365,0.8829,0.8171,68.18,1.99075,3.092,0.80195,0.74185,61.92,0.6439,1.59685,1.4772,123.265,2.4798,2.29385,191.5,0.92515,77.22,83.465
2002-12-20,0.56315,0.5165,1.0269,1.6025,1.5501,1.424,120.41,1.09035,1.82375,2.8469,0.87295,0.80195,67.83,1.9885,3.1024,0.80075,0.73555,62.18,0.64095,1.592,1.4625,123.625,2.48405,2.2818,192.9,0.91845,77.71,84.585
2002-12-27,0.56145,0.5199,1.0438,1.6039,1.5687,1.38995,119.91,1.0799,1.8591,2.8565,0.88065,0.7804,67.32,2.0077,3.08485,0.81545,0.7231,62.34,0.65085,1.6372,1.45145,125.165,2.5157,2.22935,192.32,0.88615,76.43,86.245
2003-01-03,0.56745,0.52855,1.0423,1.6094,1.564,1.3984,119.735,1.0736,1.83625,2.8362,0.88755,0.7937,67.95,1.9714,3.04495,0.8267,0.73895,63.285,0.64755,1.63005,1.4571,124.815,2.5171,2.2501,192.73,0.89415,76.57,85.635
2003-01-10,0.58415,0.53835,1.0576,1.6079,1.5449,1.38025,119.28,1.08375,1.813,2.7558,0.90135,0.8063,69.58,1.96455,2.98615,0.8319,0.74295,64.215,0.65785,1.6339,1.45975,126.15,2.48405,2.21885,191.78,0.89315,77.19,86.425
2003-01-17,0.59195,0.5524,1.06685,1.61395,1.5356,1.36875,117.745,1.0716,1.8026,2.7248,0.90925,0.81035,69.71,1.93165,2.9199,0.8485,0.7561,65.04,0.66135,1.63865,1.46015,125.605,2.47645,2.2079,189.93,0.89145,76.69,86.025
2003-01-24,0.59205,0.5494,1.08215,1.63285,1.5191,1.354,117.805,1.07765,1.8291,2.75915,0.89935,0.80175,69.74,1.9711,2.97335,0.83455,0.744,64.715,0.6632,1.64415,1.46615,127.535,2.48015,2.2107,192.36,0.8914,77.55,87.005
2003-01-31,0.58745,0.54515,1.0769,1.6478,1.52125,1.3637,119.885,1.07795,1.8332,2.8051,0.89365,0.8009,70.41,1.97505,3.02385,0.8294,0.74345,65.37,0.65355,1.63855,1.4689,129.13,2.50665,2.2476,197.55,0.8962,78.79,87.875
2003-02-07,0.59025,0.5489,1.08245,1.6314,1.5207,1.3549,120.325,1.07535,1.8337,2.7639,0.8976,0.79985,71.01,1.97185,2.9721,0.83465,0.7437,66.035,0.6635,1.6461,1.4666,130.25,2.48085,2.2104,196.25,0.89095,79.12,88.795
2003-02-14,0.59225,0.5524,1.0791,1.61435,1.5229,1.3615,120.31,1.07215,1.8218,2.72645,0.9023,0.80655,71.28,1.9532,2.92315,0.84135,0.7524,66.48,0.6682,1.6439,1.4703,129.865,2.4601,2.19895,194.25,0.8936,79.0,88.335
2003-02-21,0.59715,0.55795,1.07675,1.5795,1.5047,1.3655,118.715,1.07025,1.8023,2.6451,0.89845,0.8154,70.9,1.92895,2.8309,0.84005,0.76145,66.235,0.6815,1.6203,1.46975,127.785,2.37665,2.1563,187.51,0.90735,78.86,86.945
2003-02-28,0.60875,0.5595,1.07985,1.57375,1.4835,1.35305,118.135,1.08785,1.7736,2.5853,0.90245,0.8237,71.9,1.93005,2.81285,0.83015,0.757,66.09,0.68615,1.6022,1.46105,127.555,2.33525,2.1293,185.89,0.9125,79.61,87.295
2003-03-07,0.61325,0.56175,1.10085,1.6028,1.4661,1.3356,117.08,1.0917,1.79535,2.6136,0.8991,0.819,71.77,1.9595,2.8532,0.8236,0.7505,65.75,0.68715,1.6138,1.4706,128.895,2.3498,2.1403,187.59,0.91105,79.83,87.625
2003-03-14,0.59875,0.5515,1.07415,1.58345,1.474,1.3663,118.255,1.08565,1.7941,2.6447,0.88255,0.8181,70.83,1.9478,2.87125,0.81285,0.7535,65.22,0.67835,1.58375,1.468,127.045,2.3339,2.16355,187.26,0.9267,80.25,86.605
2003-03-21,0.5907,0.54975,1.05335,1.563,1.49455,1.4015,121.46,1.07445,1.78285,2.64585,0.8828,0.82785,71.73,1.91605,2.84345,0.82145,0.7705,66.785,0.67385,1.57385,1.4764,127.965,2.3356,2.19055,189.87,0.9378,81.28,86.665
2003-03-28,0.60085,0.55095,1.0782,1.5733,1.4717,1.3694,119.8,1.09095,1.7941,2.6205,0.88445,0.82285,71.99,1.95735,2.85595,0.81025,0.7544,65.99,0.68535,1.58655,1.4764,129.165,2.3157,2.1537,188.43,0.9305,81.41,87.495
2003-04-04,0.60095,0.5408,1.07305,1.56095,1.4722,1.38585,119.985,1.1111,1.7848,2.5975,0.88445,0.8331,72.12,1.9842,2.8866,0.7961,0.74935,64.885,0.6875,1.5797,1.48715,128.755,2.29805,2.1631,187.26,0.94135,81.49,86.575
2003-04-11,0.60515,0.546,1.07475,1.57205,1.45195,1.3935,120.545,1.10835,1.77605,2.5978,0.87895,0.84325,72.95,1.9684,2.8792,0.79305,0.76085,65.815,0.684,1.56105,1.49765,129.555,2.28335,2.19065,189.5,0.9594,82.99,86.505
2003-04-18,0.61445,0.55675,1.0874,1.57055,1.4505,1.3827,119.835,1.10365,1.7697,2.55605,0.89125,0.8496,73.63,1.9531,2.8209,0.80755,0.7698,66.715,0.6924,1.5773,1.50355,130.31,2.27805,2.1716,188.21,0.95325,82.62,86.665
2003-04-25,0.61635,0.5543,1.1034,1.59135,1.4465,1.3617,120.21,1.11195,1.7902,2.58185,0.89155,0.8393,74.09,1.99065,2.87095,0.8018,0.75475,66.635,0.6934,1.5961,1.5025,132.64,2.30185,2.16695,191.3,0.94135,83.1,88.275
2003-05-02,0.63165,0.5641,1.1231,1.60365,1.4197,1.344,119.045,1.11975,1.7783,2.5388,0.89675,0.84895,75.19,1.9912,2.84285,0.80085,0.75815,67.155,0.7005,1.59455,1.5095,133.735,2.2767,2.1553,190.91,0.94665,83.85,88.575
2003-05-09,0.64475,0.5762,1.1487,1.60525,1.393,1.314,117.39,1.119,1.78165,2.48975,0.89815,0.8472,75.69,1.99355,2.78595,0.80265,0.75715,67.64,0.7156,1.6001,1.5094,134.85,2.23615,2.1093,188.44,0.94325,84.27,89.335
2003-05-16,0.65355,0.58145,1.1592,1.62165,1.3652,1.3069,116.1,1.124,1.7737,2.4813,0.89225,0.8541,75.85,1.99365,2.789,0.7938,0.7599,67.505,0.7148,1.58255,1.51495,134.54,2.21385,2.1193,188.22,0.9573,85.02,88.805
2003-05-23,0.66025,0.58455,1.1838,1.63565,1.3732,1.2887,116.88,1.1295,1.79285,2.4773,0.90665,0.85085,77.17,2.02505,2.7981,0.80265,0.7533,68.32,0.7237,1.6267,1.5255,138.355,2.2477,2.10785,191.17,0.93775,85.12,90.695
2003-05-30,0.65415,0.5772,1.1787,1.6364,1.36655,1.2975,119.295,1.1333,1.80205,2.5016,0.8941,0.84875,78.04,2.0423,2.83505,0.7889,0.7489,68.855,0.72035,1.61115,1.5295,140.625,2.23665,2.12325,195.21,0.9493,87.28,91.945
2003-06-06,0.65845,0.5777,1.17,1.66235,1.3588,1.3202,118.66,1.13995,1.77665,2.52415,0.89485,0.8694,78.17,2.0253,2.87745,0.78495,0.76265,68.575,0.70385,1.5898,1.5446,138.88,2.2588,2.19455,197.32,0.9716,87.36,89.915
2003-06-13,0.66855,0.5811,1.18625,1.67215,1.33385,1.29725,117.415,1.1505,1.77435,2.5012,0.8917,0.8673,78.5,2.0414,2.8776,0.7751,0.7538,68.23,0.70945,1.58225,1.53885,139.28,2.23285,2.1721,196.34,0.9728,88.03,90.515
2003-06-20,0.66805,0.58375,1.161,1.6643,1.3604,1.3287,118.305,1.1444,1.73785,2.4913,0.9088,0.8876,79.03,1.98885,2.85105,0.79415,0.7756,69.06,0.6976,1.57945,1.54265,137.35,2.2627,2.211,196.9,0.9767,86.96,89.035
