Date,MID_PRICE,US2YT=RR,US10YT=RR,diff
2002-01-04,278.95,3.1679,5.1251,1.9571999999999998
2002-01-11,287.55,2.7388,4.8758,2.137
2002-01-18,283.55,2.8803,4.8927,2.0123999999999995
2002-01-25,279.45,3.1747,5.0695,1.8947999999999996
2002-02-01,286.25,3.1056,4.9841,1.8784999999999998
2002-02-08,304.0,2.9015,4.881,1.9795000000000003
2002-02-15,298.1,2.9437,4.863,1.9193000000000002
2002-02-22,293.0,2.9302,4.8349,1.9047
2002-03-01,298.15,3.1837,4.9837,1.7999999999999998
2002-03-08,289.75,3.5628,5.3251,1.7622999999999998
2002-03-15,290.05,3.5806,5.3333,1.7527000000000004
2002-03-22,297.75,3.7094,5.4033,1.6938999999999997
2002-03-29,302.7,3.7223,5.406,1.6836999999999995
2002-04-05,300.05,3.4742,5.2066,1.7323999999999997
2002-04-12,302.15,3.3597,5.1567,1.7969999999999997
2002-04-19,302.35,3.3265,5.2007,1.8742000000000005
2002-04-26,311.35,3.2124,5.0577,1.8452999999999995
2002-05-03,311.95,3.1537,5.0564,1.9026999999999998
2002-05-10,311.05,3.1638,5.1188,1.955
2002-05-17,311.0,3.3659,5.2559,1.8899999999999997
2002-05-24,320.6,3.2308,5.1461,1.9152999999999998
2002-05-31,326.55,3.203,5.0446,1.8416000000000001
2002-06-07,324.0,3.1386,5.0651,1.9265000000000003
2002-06-14,319.4,2.8891,4.8008,1.9116999999999997
2002-06-21,324.65,2.8897,4.7636,1.8739000000000003
2002-06-28,314.625,2.8188,4.8088,1.9899999999999998
2002-07-05,311.5,2.8911,4.862,1.9709000000000003
2002-07-12,316.0,2.5292,4.574,2.0448
2002-07-19,323.95,2.4185,4.5184,2.0999
2002-07-26,303.75,2.2259,4.3865,2.1605999999999996
2002-08-02,307.4,2.006,4.2947,2.2887
2002-08-09,314.6,2.0706,4.2575,2.1869
2002-08-16,314.0,2.2579,4.3269,2.0690000000000004
2002-08-23,307.0,2.1499,4.2377,2.0878
2002-08-30,312.75,2.1381,4.1297,1.9915999999999996
2002-09-06,320.25,2.0519,4.0153,1.9634
2002-09-13,316.85,2.051,3.9083,1.8573
2002-09-20,322.15,1.9038,3.7845,1.8807
2002-09-27,319.95,1.8031,3.663,1.8598999999999999
2002-10-04,322.25,1.7862,3.6693,1.8830999999999998
2002-10-11,316.75,1.8424,3.8035,1.9611
2002-10-18,312.85,2.0562,4.1091,2.0528999999999997
2002-10-25,313.85,1.9849,4.0973,2.1123999999999996
2002-11-01,320.25,1.7636,4.0052,2.2416
2002-11-08,321.55,1.849,3.8426,1.9936
2002-11-15,320.55,1.8748,4.0325,2.1576999999999997
2002-11-22,321.05,2.0624,4.1834,2.121
2002-11-29,319.05,2.0599,4.2109,2.151
2002-12-06,326.25,1.8805,4.089,2.2085000000000004
2002-12-13,333.15,1.8487,4.0711,2.2224000000000004
2002-12-20,340.7,1.7454,3.9636,2.2182
2002-12-27,349.2,1.6185,3.8106,2.1921
2003-01-03,351.2,1.758,4.0193,2.2613000000000003
2003-01-10,354.675,1.7681,4.1398,2.3717
2003-01-17,356.475,1.7008,4.0174,2.3166
2003-01-24,368.625,1.6504,3.9365,2.2861000000000002
2003-01-31,368.475,1.6971,3.9659,2.2687999999999997
2003-02-07,369.9,1.6249,3.9319,2.3070000000000004
2003-02-14,351.0,1.6085,3.9629,2.3544
2003-02-21,351.425,1.6083,3.8925,2.2842000000000002
2003-02-28,349.85,1.516,3.692,2.176
2003-03-07,350.6,1.3952,3.622,2.2268
2003-03-14,336.5,1.5406,3.7008,2.1602
2003-03-21,326.175,1.7969,4.1076,2.3106999999999998
2003-03-28,331.9,1.5613,3.9111,2.3498
2003-04-04,325.7,1.5606,3.957,2.3964
2003-04-11,328.175,1.6411,3.9745,2.3334
2003-04-18,327.25,1.6821,3.9586,2.2765000000000004
2003-04-25,333.4,1.5891,3.8904,2.3013000000000003
2003-05-02,341.05,1.5688,3.9267,2.3579
2003-05-09,348.7,1.4511,3.6819,2.2308000000000003
2003-05-16,354.85,1.3172,3.421,2.1037999999999997
2003-05-23,368.75,1.3532,3.3348,1.9816
2003-05-30,364.975,1.3351,3.3728,2.0377
2003-06-06,363.75,1.246,3.354,2.108
2003-06-13,356.875,1.082,3.1157,2.0336999999999996
2003-06-20,357.375,1.1701,3.3671,2.197
2003-06-27,345.25,1.3873,3.5454,2.1581
2003-07-04,350.85,1.3026,3.6555,2.3529
2003-07-11,345.15,1.2807,3.6293,2.3486000000000002
2003-07-18,347.3,1.4955,4.0016,2.5061
2003-07-25,362.8,1.5318,4.1781,2.6462999999999997
2003-08-01,347.975,1.779,4.39,2.6109999999999998
2003-08-08,356.65,1.6963,4.2384,2.5421000000000005
2003-08-15,363.55,1.8151,4.44,2.6249000000000002
2003-08-22,363.15,1.9261,4.44,2.5139000000000005
2003-08-29,375.575,1.9779,4.4,2.4221000000000004
2003-09-05,377.2,1.7215,4.33,2.6085000000000003
2003-09-12,375.125,1.6276,4.17,2.5423999999999998
2003-09-19,381.95,1.6709,4.12,2.4491
2003-09-26,380.85,1.5613,3.99,2.4287
2003-10-03,369.7,1.643,3.999171951,2.3561719510000003
2003-10-10,373.625,1.633,4.2321233,2.5991232999999996
2003-10-17,371.675,1.8631,4.378940324,2.515840324
2003-10-24,388.7,1.7345,4.209940812,2.4754408120000004
2003-10-31,384.4,1.8296,4.285845689,2.456245689
2003-11-07,383.125,2.0146,4.387756711,2.3731567109999996
2003-11-14,397.625,1.8088,4.21620494,2.40740494
2003-11-21,396.2,1.8168,4.114518391,2.297718391
2003-11-28,397.875,2.0562,4.238400787,2.1822007869999998
2003-12-05,406.35,1.9073,4.182999736,2.275699736
2003-12-12,409.15,1.8116,4.184441273,2.3728412729999997
2003-12-19,409.35,1.7863,4.126936134,2.3406361340000004
2003-12-26,412.4,1.8111,4.150379006,2.339279006
2004-01-02,415.125,1.694516,4.253869276,2.5593532759999995
2004-01-09,426.6,1.647131,4.079732394,2.4326013939999998
2004-01-16,406.575,1.472306,3.929072634,2.456766634
2004-01-23,408.175,1.615541,3.9192,2.303659
2004-01-30,402.575,1.608921,4.1266,2.517679
2004-02-06,403.3,1.7355,4.0733,2.3377999999999997
2004-02-13,410.2,1.6597,4.0137,2.354
2004-02-20,397.625,1.6515,4.032,2.3805
2004-02-27,396.45,1.6472,3.9716,2.3244
2004-03-05,401.4,1.5208,3.7847,2.2639
2004-03-12,395.25,1.447,3.6803,2.2333
2004-03-19,412.125,1.5064,3.7411,2.2347
2004-03-26,422.5,1.504,3.7406,2.2366
2004-04-02,419.8,1.6279,3.8752,2.2473
2004-04-09,421.25,1.8068,4.1475,2.3407
2004-04-16,400.5,1.9619,4.3218,2.3598999999999997
2004-04-23,395.1,2.0892,4.3571,2.2679
2004-04-30,387.6,2.2943,4.4875,2.1932
2004-05-07,379.1,2.3514,4.5369,2.1855
2004-05-14,377.075,2.5414,4.7703,2.2289
2004-05-21,384.875,2.4817,4.6812,2.1994999999999996
2004-05-28,394.175,2.4551,4.592,2.1369
2004-06-04,391.05,2.5912,4.6813,2.0901
2004-06-11,385.05,2.8034,4.8015,1.9981
2004-06-18,395.275,2.7356,4.7175,1.9819000000000004
2004-06-25,402.675,2.7177,4.6321,1.9144000000000005
2004-07-02,397.925,2.4613,4.4162,1.9548999999999999
2004-07-09,407.575,2.4889,4.4586,1.9696999999999996
2004-07-16,406.45,2.4933,4.3471,1.8538000000000001
2004-07-23,389.95,2.6495,4.4303,1.7807999999999997
2004-07-30,391.25,2.6282,4.4729,1.8447
2004-08-06,399.75,2.383,4.2513,1.8682999999999996
2004-08-13,398.9,2.4302,4.2017,1.7714999999999996
2004-08-20,413.325,2.3694,4.1997,1.8302999999999998
2004-08-27,403.225,2.46,4.188,1.7279999999999998
2004-09-03,400.525,2.411,4.289,1.8779999999999997
2004-09-10,401.925,2.424,4.13,1.706
2004-09-17,405.875,2.395,4.053,1.658
2004-09-24,407.925,2.508,4.033,1.5250000000000004
2004-10-01,419.225,2.613,4.189,1.576
2004-10-08,422.825,2.578,4.129,1.5509999999999997
2004-10-15,418.825,2.458,3.994,1.536
2004-10-22,424.325,2.516,3.978,1.4620000000000002
2004-10-29,428.525,2.552,4.022,1.4700000000000002
2004-11-05,433.625,2.598,4.177,1.5789999999999997
2004-11-12,437.95,2.818,4.175,1.3569999999999998
2004-11-19,447.025,2.829,4.102,1.2730000000000001
2004-11-26,452.625,2.993,4.178,1.185
2004-12-03,455.825,2.887,4.256,1.3690000000000002
2004-12-10,434.5,2.895,4.157,1.262
2004-12-17,441.175,2.987,4.168,1.181
2004-12-24,442.7,2.996,4.22,1.2239999999999998
2004-12-31,438.45,3.065,4.218,1.153
2005-01-07,418.95,3.193,4.273,1.0799999999999996
2005-01-14,423.15,3.237,4.22,0.9829999999999997
2005-01-21,426.75,3.155,4.146,0.9910000000000001
2005-01-28,426.8,3.259,4.146,0.887
2005-02-04,414.6,3.297,4.085,0.7879999999999998
2005-02-11,420.875,3.328,4.092,0.7639999999999998
2005-02-18,427.425,3.448,4.264,0.8160000000000003
2005-02-25,434.925,3.53,4.268,0.738
2005-03-04,434.0,3.56,4.317,0.7570000000000001
2005-03-11,445.85,3.729,4.55,0.8209999999999997
2005-03-18,439.35,3.702,4.511,0.8090000000000002
2005-03-25,426.25,3.846,4.603,0.7569999999999997
2005-04-01,426.15,3.729,4.454,0.7249999999999996
2005-04-08,425.125,3.745,4.474,0.7290000000000001
2005-04-15,425.0,3.503,4.248,0.7450000000000001
2005-04-22,434.6,3.614,4.247,0.633
2005-04-29,434.875,3.658,4.206,0.5480000000000005
2005-05-06,425.725,3.728,4.262,0.5339999999999994
2005-05-13,420.4,3.603,4.127,0.5239999999999996
2005-05-20,417.775,3.675,4.125,0.4500000000000002
2005-05-27,420.05,3.651,4.075,0.4240000000000004
2005-06-03,422.45,3.578,3.981,0.403
2005-06-10,427.35,3.699,4.057,0.35800000000000054
2005-06-17,438.35,3.709,4.074,0.36499999999999977
2005-06-24,440.55,3.579,3.919,0.33999999999999986
2005-07-01,427.65,3.641,4.051,0.41000000000000014
2005-07-08,423.05,3.774,4.095,0.32099999999999973
2005-07-15,421.55,3.868,4.171,0.3030000000000004
2005-07-22,424.9,3.916,4.222,0.3060000000000005
2005-07-29,430.2,4.023,4.284,0.2610000000000001
2005-08-05,437.95,4.111,4.392,0.2810000000000006
2005-08-12,446.2,4.042,4.248,0.2060000000000004
2005-08-19,436.3,4.018,4.211,0.1930000000000005
2005-08-26,437.6,4.07,4.192,0.12199999999999989
2005-09-02,444.65,3.765,4.046,0.28100000000000014
2005-09-09,449.25,3.879,4.122,0.24299999999999988
2005-09-16,459.75,3.978,4.277,0.29899999999999993
2005-09-23,463.25,4.024,4.255,0.23099999999999987
2005-09-30,469.15,4.173,4.332,0.1589999999999998
2005-10-07,474.15,4.179,4.362,0.18299999999999983
2005-10-14,469.6,4.26,4.483,0.22299999999999986
2005-10-21,466.875,4.211,4.39,0.17899999999999938
2005-10-28,473.45,4.39,4.567,0.1770000000000005
2005-11-04,456.6,4.466,4.667,0.20099999999999962
2005-11-11,468.7,4.434,4.579,0.14499999999999957
2005-11-18,485.8,4.397,4.498,0.10099999999999998
2005-11-25,496.075,4.324,4.435,0.11099999999999977
2005-12-02,503.4,4.428,4.517,0.08900000000000041
2005-12-09,526.05,4.408,4.535,0.12699999999999978
2005-12-16,503.3,4.359,4.439,0.08000000000000007
2005-12-23,503.0,4.364,4.382,0.017999999999999794
2005-12-30,517.6,4.404,4.399,-0.004999999999999893
2006-01-06,539.65,4.366,4.383,0.017000000000000348
2006-01-13,556.875,4.349,4.355,0.006000000000000227
2006-01-20,553.8,4.361,4.351,-0.009999999999999787
2006-01-27,559.55,4.503,4.517,0.014000000000000234
2006-02-03,567.65,4.579,4.531,-0.04800000000000004
2006-02-10,550.95,4.694,4.59,-0.10400000000000009
2006-02-17,552.15,4.671,4.539,-0.13200000000000056
2006-02-24,558.95,4.733,4.577,-0.1559999999999997
2006-03-03,565.05,4.754,4.684,-0.0699999999999994
2006-03-10,540.35,4.742,4.761,0.019000000000000128
2006-03-17,553.85,4.653,4.676,0.023000000000000576
2006-03-24,560.45,4.718,4.675,-0.04300000000000015
2006-03-31,583.65,4.824,4.853,0.028999999999999915
2006-04-07,588.45,4.914,4.986,0.07200000000000006
2006-04-14,599.8,4.959,5.053,0.0940000000000003
2006-04-21,634.0,4.91,5.016,0.10599999999999987
2006-04-28,654.5,4.871,5.057,0.18599999999999994
2006-05-05,682.7,4.937,5.106,0.1689999999999996
2006-05-12,714.8,5.014,5.2,0.18599999999999994
2006-05-19,657.6,4.972,5.066,0.09399999999999942
2006-05-26,652.0,4.954,5.052,0.09799999999999986
2006-06-02,638.2,4.921,4.996,0.07500000000000018
2006-06-09,607.45,5.005,4.979,-0.0259999999999998
2006-06-16,580.85,5.168,5.135,-0.03300000000000036
2006-06-23,583.35,5.27,5.224,-0.045999999999999375
2006-06-30,613.1,5.162,5.145,-0.017000000000000348
2006-07-07,630.55,5.175,5.134,-0.04099999999999948
2006-07-14,665.15,5.102,5.069,-0.03300000000000036
2006-07-21,620.75,5.089,5.049,-0.040000000000000036
2006-07-28,635.9,4.988,4.994,0.005999999999999339
2006-08-04,646.45,4.916,4.899,-0.017000000000000348
2006-08-11,632.7,4.978,4.975,-0.0030000000000001137
2006-08-18,615.0,4.883,4.847,-0.03599999999999959
2006-08-25,623.25,4.869,4.783,-0.08599999999999941
2006-09-01,625.5,4.762,4.7236,-0.038399999999999324
2006-09-08,610.8,4.8194,4.7768,-0.04260000000000019
2006-09-15,579.85,4.8693,4.7965,-0.07279999999999998
2006-09-22,588.3,4.6721,4.5907,-0.08140000000000036
2006-09-29,598.3,4.6912,4.6335,-0.05770000000000053
2006-10-06,573.8,4.7501,4.6962,-0.053899999999999615
2006-10-13,590.0,4.8695,4.8017,-0.06780000000000008
2006-10-20,591.9,4.8799,4.7915,-0.08840000000000003
2006-10-27,600.05,4.7549,4.6774,-0.07750000000000057
2006-11-03,628.0,4.8285,4.723,-0.10550000000000015
2006-11-10,628.7,4.7476,4.5935,-0.15410000000000057
2006-11-17,622.0,4.7714,4.6032,-0.16819999999999968
2006-11-24,638.2,4.7485,4.5598,-0.18869999999999987
2006-12-01,645.8,4.5292,4.4385,-0.0907
2006-12-08,625.15,4.6788,4.5476,-0.13119999999999976
2006-12-15,615.25,4.7255,4.5988,-0.12670000000000048
2006-12-22,621.0,4.7346,4.6284,-0.1062000000000003
2006-12-29,636.8,4.8246,4.7002,-0.12440000000000051
2007-01-05,607.4,4.7619,4.6462,-0.11569999999999947
2007-01-12,626.9,4.8971,4.7831,-0.11399999999999988
2007-01-19,635.5,4.9321,4.7833,-0.1488000000000005
2007-01-26,646.6,4.9705,4.8774,-0.09310000000000063
2007-02-02,648.25,4.9372,4.8265,-0.11069999999999958
2007-02-09,666.65,4.912,4.7857,-0.12629999999999963
2007-02-16,669.05,4.8479,4.6961,-0.1517999999999997
2007-02-23,682.85,4.8039,4.6723,-0.13159999999999972
2007-03-02,642.95,4.5376,4.5028,-0.03480000000000061
2007-03-09,650.275,4.6777,4.591,-0.08669999999999956
2007-03-16,652.9,4.6003,4.5494,-0.0508999999999995
2007-03-23,657.1,4.6113,4.6165,0.0052000000000003155
2007-03-30,663.6,4.5827,4.6483,0.06559999999999988
2007-04-06,674.5,4.616,4.757,0.14100000000000001
2007-04-13,685.6,4.7696,4.7648,-0.004799999999999471
2007-04-20,691.35,4.652,4.6743,0.022299999999999542
2007-04-27,680.95,4.6613,4.6985,0.037200000000000344
2007-05-04,688.75,4.6832,4.6442,-0.03900000000000059
2007-05-11,671.05,4.714,4.6757,-0.038300000000000445
2007-05-18,661.65,4.8223,4.8062,-0.01610000000000067
2007-05-25,656.15,4.8686,4.8654,-0.0031999999999996476
2007-06-01,671.45,4.979,4.9557,-0.023299999999999876
2007-06-08,648.55,5.0047,5.1074,0.10270000000000046
2007-06-15,655.75,5.0267,5.169,0.14229999999999965
2007-06-22,654.35,4.9246,5.1363,0.21170000000000044
2007-06-29,649.65,4.8707,5.0265,0.15580000000000016
2007-07-06,655.9,4.9919,5.1866,0.1947000000000001
2007-07-13,667.3,4.9288,5.097,0.16820000000000057
2007-07-20,683.7,4.7708,4.9539,0.1830999999999996
2007-07-27,661.4,4.5135,4.7672,0.25370000000000026
2007-08-03,673.3,4.4126,4.6781,0.2654999999999994
2007-08-10,672.8,4.4688,4.8116,0.34280000000000044
2007-08-17,657.2,4.1888,4.6886,0.49980000000000047
2007-08-24,668.4,4.2904,4.6136,0.32319999999999993
2007-08-31,673.0,4.1568,4.5272,0.37040000000000006
2007-09-07,700.8,3.9081,4.3874,0.4793000000000003
2007-09-14,707.1,4.0453,4.4564,0.41110000000000024
2007-09-21,731.2,4.0539,4.6302,0.5763000000000007
2007-09-28,744.1,3.9876,4.5944,0.6068000000000002
2007-10-05,742.7,4.0868,4.6376,0.5507999999999997
2007-10-12,749.6,4.2342,4.6872,0.4529999999999994
2007-10-19,765.2,3.7924,4.3973,0.6049000000000002
2007-10-26,785.4,3.7723,4.4026,0.6302999999999996
2007-11-02,807.5,3.6783,4.3184,0.6400999999999994
2007-11-09,831.7,3.4048,4.2095,0.8047000000000004
2007-11-16,787.3,3.3444,4.1747,0.8302999999999998
2007-11-23,823.4,3.0651,4.0065,0.9413999999999998
2007-11-30,782.9,3.015,3.9492,0.9341999999999997
2007-12-07,795.6,3.1041,4.1087,1.0046
2007-12-14,794.9,3.3201,4.2418,0.9216999999999995
2007-12-21,810.8,3.1872,4.1718,0.9846000000000004
2007-12-28,839.0,3.1079,4.077,0.9691000000000001
2008-01-04,861.5,2.7399,3.8746,1.1347
2008-01-11,895.75,2.5756,3.7948,1.2191999999999998
2008-01-18,884.55,2.3502,3.6371,1.2869000000000002
2008-01-25,913.5,2.1818,3.5568,1.375
2008-02-01,910.375,2.0766,3.5963,1.5196999999999998
2008-02-08,918.35,1.9461,3.6503,1.7042000000000002
2008-02-15,902.7,1.9072,3.7647,1.8575
2008-02-22,945.5,2.0252,3.8054,1.7802000000000002
2008-02-29,972.475,1.6278,3.5186,1.8908000000000003
2008-03-07,973.4,1.5318,3.5411,2.0093
2008-03-14,993.2,1.4868,3.4716,1.9848000000000001
2008-03-21,919.5,1.6168,3.341,1.7242000000000002
2008-03-28,930.4,1.6503,3.4414,1.7910999999999997
2008-04-04,913.3,1.822,3.47,1.6480000000000001
2008-04-11,925.3,1.75,3.477,1.7269999999999999
2008-04-18,916.4,2.1377,3.7081,1.5703999999999998
2008-04-25,886.15,2.431,3.8722,1.4411999999999998
2008-05-02,856.45,2.4614,3.8591,1.3977000000000004
2008-05-09,884.9,2.2391,3.7786,1.5394999999999999
2008-05-16,902.3,2.4593,3.8541,1.3948
2008-05-23,925.2,2.4461,3.8501,1.404
2008-05-30,886.9,2.6573,4.0673,1.4100000000000001
2008-06-06,902.35,2.3886,3.9284,1.5398
2008-06-13,871.2,3.0306,4.2605,1.2299000000000002
2008-06-20,901.85,2.8959,4.168,1.2721
2008-06-27,927.85,2.6288,3.969,1.3401999999999998
2008-07-04,933.3,2.5371,3.975,1.4379
2008-07-11,964.7,2.6198,3.9731,1.3533
2008-07-18,955.3,2.6503,4.0887,1.4384000000000001
2008-07-25,929.7,2.7136,4.1029,1.3893
2008-08-01,910.55,2.5028,3.9424,1.4396
2008-08-08,856.35,2.5085,3.9352,1.4266999999999999
2008-08-15,786.5,2.3869,3.8443,1.4574000000000003
2008-08-22,823.1,2.4164,3.8742,1.4578000000000002
2008-08-29,830.8,2.3791,3.8247,1.4455999999999998
2008-09-05,803.8,2.3017,3.6986,1.3969
2008-09-12,764.45,2.2149,3.7224,1.5074999999999998
2008-09-19,873.15,2.1761,3.8162,1.6401
2008-09-26,879.9,2.1002,3.8577,1.7574999999999998
2008-10-03,836.8,1.586,3.598,2.0119999999999996
2008-10-10,851.4,1.598,3.88,2.282
2008-10-17,783.7,1.619,3.936,2.317
2008-10-24,735.3,1.496,3.678,2.182
2008-10-31,725.05,1.568,3.974,2.406
2008-11-07,737.45,1.331,3.797,2.466
2008-11-14,742.55,1.216,3.731,2.5149999999999997
2008-11-21,800.0,1.131,3.24,2.109
2008-11-28,817.5,1.0,2.922,1.9220000000000002
2008-12-05,757.4,0.942,2.714,1.772
2008-12-12,821.95,0.767,2.572,1.8050000000000002
2008-12-19,838.35,0.75,2.13,1.38
2008-12-26,869.65,0.907,2.134,1.2269999999999999
2009-01-02,876.55,0.827,2.362,1.5350000000000001
2009-01-09,853.45,0.759,2.398,1.6390000000000002
2009-01-16,843.35,0.733,2.341,1.608
2009-01-23,899.4,0.822,2.615,1.7930000000000001
2009-01-30,927.75,0.958,2.851,1.893
2009-02-06,911.55,1.007,2.997,1.99
2009-02-13,942.1,0.968,2.895,1.927
2009-02-20,993.3,0.965,2.797,1.8320000000000003
2009-02-27,945.15,0.982,3.02,2.0380000000000003
2009-03-06,937.35,0.951,2.875,1.924
2009-03-13,928.2,0.968,2.896,1.928
2009-03-20,952.85,0.879,2.634,1.755
2009-03-27,923.05,0.926,2.764,1.8379999999999996
2009-04-03,893.9,0.959,2.902,1.943
2009-04-10,881.65,0.964,2.922,1.9580000000000002
2009-04-17,868.9,0.981,2.954,1.9730000000000003
2009-04-24,913.1,0.965,3.003,2.0380000000000003
2009-05-01,887.3,0.907,3.157,2.25
2009-05-08,917.05,0.983,3.289,2.306
2009-05-15,931.7,0.859,3.134,2.275
2009-05-22,957.35,0.895,3.45,2.555
2009-05-29,980.0,0.923,3.461,2.538
2009-06-05,956.3,1.296,3.84,2.5439999999999996
2009-06-12,938.9,1.272,3.792,2.5199999999999996
2009-06-19,934.3,1.202,3.773,2.571
2009-06-26,939.05,1.109,3.529,2.42
2009-07-03,932.5,0.985,3.502,2.517
2009-07-10,913.15,0.9,3.297,2.3970000000000002
2009-07-17,937.7,0.991,3.655,2.6639999999999997
2009-07-24,951.35,1.006,3.658,2.652
2009-07-31,954.75,1.111,3.481,2.37
2009-08-07,954.9,1.306,3.856,2.55
2009-08-14,947.35,1.065,3.569,2.504
2009-08-21,954.15,1.094,3.569,2.4749999999999996
2009-08-28,955.95,1.016,3.449,2.433
2009-09-04,994.4,0.932,3.445,2.513
2009-09-11,1005.85,0.907,3.349,2.442
2009-09-18,1007.15,1.0,3.469,2.469
2009-09-25,991.75,0.988,3.32,2.332
2009-10-02,1002.35,0.873,3.219,2.346
2009-10-09,1049.25,0.972,3.391,2.419
2009-10-16,1053.25,0.959,3.41,2.451
2009-10-23,1054.95,1.012,3.49,2.478
2009-10-30,1044.9,0.901,3.388,2.487
2009-11-06,1095.05,0.848,3.501,2.653
2009-11-13,1119.2,0.806,3.423,2.617
2009-11-20,1149.95,0.731,3.369,2.6380000000000003
2009-11-27,1177.7,0.687,3.207,2.5199999999999996
2009-12-04,1161.7,0.846,3.478,2.632
2009-12-11,1114.9,0.81,3.55,2.7399999999999998
2009-12-18,1112.5,0.799,3.546,2.747
2009-12-25,1104.5,0.968,3.805,2.837
2010-01-01,1097.35,1.143,3.837,2.694
2010-01-08,1136.6,0.976,3.836,2.86
2010-01-15,1130.9,0.87,3.676,2.806
2010-01-22,1093.0,0.792,3.601,2.809
2010-01-29,1081.55,0.816,3.588,2.7720000000000002
2010-02-05,1065.45,0.771,3.571,2.8000000000000003
2010-02-12,1093.4,0.831,3.695,2.864
2010-02-19,1118.85,0.92,3.776,2.856
2010-02-26,1116.5,0.816,3.619,2.8030000000000004
2010-03-05,1132.05,0.899,3.685,2.786
2010-03-12,1102.45,0.96,3.703,2.743
2010-03-19,1107.55,0.997,3.693,2.696
2010-03-26,1106.6,1.048,3.851,2.803
2010-04-02,1120.5,1.104,3.943,2.839
2010-04-09,1160.9,1.064,3.882,2.818
2010-04-16,1137.45,0.959,3.77,2.811
2010-04-23,1157.4,1.07,3.817,2.747
2010-04-30,1179.25,0.964,3.659,2.695
2010-05-07,1208.3,0.82,3.42,2.6
2010-05-14,1233.05,0.79,3.457,2.667
2010-05-21,1177.15,0.764,3.236,2.4720000000000004
2010-05-28,1214.81,0.774,3.303,2.529
2010-06-04,1220.0,0.73,3.208,2.478
2010-06-11,1227.4,0.734,3.233,2.499
2010-06-18,1257.35,0.714,3.225,2.511
2010-06-25,1255.5,0.653,3.11,2.457
2010-07-02,1211.6,0.629,2.977,2.348
2010-07-09,1212.0,0.633,3.057,2.424
2010-07-16,1193.65,0.589,2.927,2.338
2010-07-23,1189.1,0.588,3.0,2.412
2010-07-30,1180.9,0.554,2.905,2.351
2010-08-06,1205.3,0.506,2.822,2.316
2010-08-13,1215.55,0.533,2.679,2.146
2010-08-20,1228.05,0.495,2.616,2.121
2010-08-27,1238.2,0.56,2.647,2.0869999999999997
2010-09-03,1247.1,0.518,2.713,2.1950000000000003
2010-09-10,1246.45,0.571,2.795,2.224
2010-09-17,1274.9,0.468,2.743,2.275
2010-09-24,1296.95,0.444,2.607,2.1630000000000003
2010-10-01,1318.8,0.422,2.513,2.0909999999999997
2010-10-08,1346.8,0.347,2.395,2.048
2010-10-15,1369.15,0.367,2.567,2.2
2010-10-22,1328.2,0.359,2.561,2.202
2010-10-29,1359.55,0.34,2.603,2.2630000000000003
2010-11-05,1393.9,0.371,2.539,2.168
2010-11-12,1368.945,0.507,2.785,2.278
2010-11-19,1353.5,0.513,2.877,2.364
2010-11-26,1364.425,0.516,2.87,2.354
2010-12-03,1415.045,0.476,3.007,2.531
2010-12-10,1386.05,0.644,3.323,2.679
2010-12-17,1375.405,0.609,3.338,2.729
2010-12-24,1384.75,0.655,3.397,2.742
2010-12-31,1421.45,0.605,3.288,2.683
2011-01-07,1369.6,0.597,3.326,2.729
2011-01-14,1361.85,0.581,3.331,2.75
2011-01-21,1342.505,0.617,3.408,2.791
2011-01-28,1335.345,0.546,3.329,2.7830000000000004
2011-02-04,1349.25,0.752,3.64,2.888
2011-02-11,1356.1,0.838,3.638,2.8
2011-02-18,1387.3,0.755,3.582,2.827
2011-02-25,1409.25,0.72,3.416,2.6959999999999997
2011-03-04,1429.295,0.689,3.494,2.805
2011-03-11,1417.4,0.645,3.402,2.757
2011-03-18,1419.55,0.589,3.268,2.679
2011-03-25,1429.65,0.736,3.441,2.705
2011-04-01,1428.38,0.802,3.45,2.648
2011-04-08,1475.1,0.814,3.583,2.769
2011-04-15,1486.5,0.697,3.414,2.717
2011-04-22,1508.13,0.66,3.395,2.735
2011-04-29,1565.6,0.609,3.29,2.681
2011-05-06,1495.25,0.553,3.148,2.595
2011-05-13,1494.555,0.537,3.169,2.632
2011-05-20,1513.55,0.515,3.147,2.6319999999999997
2011-05-27,1536.65,0.48,3.072,2.592
2011-06-03,1542.5,0.429,2.991,2.5620000000000003
2011-06-10,1531.9,0.404,2.973,2.569
2011-06-17,1539.5,0.379,2.944,2.565
2011-06-24,1502.15,0.337,2.871,2.534
2011-07-01,1486.5,0.474,3.182,2.708
2011-07-08,1543.95,0.395,3.025,2.63
2011-07-15,1594.1,0.359,2.908,2.549
2011-07-22,1599.25,0.391,2.964,2.573
2011-07-29,1626.64,0.359,2.793,2.434
2011-08-05,1665.0,0.292,2.563,2.2710000000000004
2011-08-12,1746.6,0.195,2.26,2.065
2011-08-19,1852.45,0.193,2.068,1.875
2011-08-26,1828.55,0.196,2.19,1.994
2011-09-02,1884.2,0.204,1.994,1.79
2011-09-09,1857.81,0.173,1.915,1.742
2011-09-16,1811.95,0.173,2.057,1.884
2011-09-23,1656.585,0.222,1.83,1.608
2011-09-30,1623.75,0.247,1.917,1.67
2011-10-07,1639.45,0.296,2.076,1.78
2011-10-14,1679.95,0.269,2.251,1.9819999999999998
2011-10-21,1641.02,0.271,2.216,1.9450000000000003
