Date,MID_PRICE,US2YT=RR,US10YT=RR,diff
2023-03-31,1969.15,4.062,3.49,-0.5720000000000001
2023-04-07,2008.3701,3.972,3.383,-0.589
2023-04-14,2004.29,4.103,3.522,-0.581
2023-04-21,1983.245,4.19,3.572,-0.6180000000000003
2023-04-28,1990.0295,4.064,3.452,-0.6120000000000001
2023-05-05,2016.7184,3.922,3.446,-0.476
2023-05-12,2011.405,4.004,3.463,-0.5409999999999995
2023-05-19,1977.8051,4.289,3.692,-0.5969999999999995
2023-05-26,1946.6051,4.589,3.82,-0.7690000000000006
2023-06-02,1948.02,4.503,3.693,-0.81
2023-06-09,1960.99,4.604,3.745,-0.859
2023-06-16,1957.85,4.723,3.769,-0.9539999999999997
2023-06-23,1921.6145,4.75,3.739,-1.0110000000000001
2023-06-30,1919.8954,4.877,3.819,-1.0579999999999998
2023-07-07,1925.5325,4.931,4.048,-0.883
2023-07-14,1955.3217,4.751,3.82,-0.9310000000000005
2023-07-21,1961.4773,4.848,3.839,-1.009
2023-07-28,1959.4751,4.897,3.969,-0.9280000000000004
2023-08-04,1942.8733,4.791,4.062,-0.7290000000000001
2023-08-11,1913.6701,4.895,4.168,-0.7269999999999994
2023-08-18,1889.4434,4.936,4.251,-0.6849999999999996
2023-08-25,1915.0551,5.056,4.239,-0.8170000000000002
2023-09-01,1940.045,4.868,4.173,-0.6950000000000003
2023-09-08,1919.0551,4.984,4.256,-0.7279999999999998
2023-09-15,1923.83,5.033,4.322,-0.7110000000000003
2023-09-22,1925.3,5.123,4.44,-0.6829999999999998
2023-09-29,1848.58,5.046,4.571,-0.47500000000000053
2023-10-06,1832.7401,5.079,4.782,-0.2969999999999997
2023-10-13,1932.9475,5.054,4.629,-0.4250000000000007
2023-10-20,1981.4226,5.084,4.924,-0.15999999999999925
2023-10-27,2007.0337,5.012,4.845,-0.16699999999999982
2023-11-03,1992.5283,4.832,4.558,-0.274
2023-11-10,1937.045,5.062,4.628,-0.43400000000000016
2023-11-17,1980.3853,4.907,4.441,-0.4660000000000002
2023-11-24,2002.325,4.959,4.484,-0.47499999999999964
2023-12-01,2071.2461,4.567,4.224,-0.34299999999999997
2023-12-08,2003.595,4.727,4.245,-0.4820000000000002
2023-12-15,2018.395,4.455,3.928,-0.5270000000000001
2023-12-22,2053.2949,4.34,3.908,-0.43199999999999994
2023-12-29,2062.795,4.25,3.86,-0.3900000000000001
2024-01-05,2045.8447,4.391,4.042,-0.3490000000000002
